src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"In France, yoga was performed in the vicinity of the Eiffel Tower.",ഫ്രാന്‍സില്‍ ഈഫല്‍ ടവറിന്റെ നിഴലില്‍ ആളുകള്‍ യോഗ ചെയ്തു.,The people did yoga in the shadow of the Eiffel Tower in France.,ഫ്രാൻസിൽ ഈഫ്ഫല്‍ ടവറിന്റെ ചുറ്റുമാണ് യോഗാനുഷ്ഠാനം നടന്നത്,"Franceil, yoga yoga yogam Eiffel Towerin oru vistharathil adhikarikkunnu.",Franceil eifel towerinte nizhalil aalukal yog cheythu.,"France-ile, yogam Eiffel Towerin aran ninnu karanam aayirunnu.","fransil eifal towerinthalil yogam cheyittu. 
Note: യോഗം is the correct word for yoga in Malayalam. I used yogam which is a more formal way to say it.","Franceil, yoga yogam Eiffel ടവർ (eiffel) വിസ്തരിച്ച പ്രദേശത്ത് (vicinity) നടത്തി.","yoga cheythu in France, eiffel towerinte nizhalilu, aalkalude yoga cheythu."
"I urge you all that on October 31, through 'Run for Unity', to strengthen our efforts and bind every section of the society as a unified unit.","31 ഒക്‌ടോബറിന് റണ്‍ ഫോര്‍ യൂണിറ്റി പരിപാടിയിലൂടെ സമൂഹത്തിലെ എല്ലാ വിഭാഗത്തിലും പെട്ടവരെ, രാജ്യത്തിന്റെ എല്ലാ ഘടകങ്ങളെയും ഐക്യത്തിന്റെ ചരടില്‍ കോര്‍ക്കാനുള്ള നമ്മുടെ ശ്രമത്തിന് ഊന്നല്‍ കൊടുക്കണം.",Translation:,"എല്ലാവരേയും പ്രാര്ത്ഥിക്കുന്നു. ഒക്ടോബർ 31ന്, 'യൂണിറ്റി ഫോർ റണ്ണ്' വഴിയിലൂടെ, സമൂഹത്തിന്റെ എല്ലാ വിഭാഗങ്ങളെയും ഒരു യൂണിറ്റായി ബന്ധിപ്പിക്കുകയും എങ്ങനെയും ശ്രമം �","ninnu daravum, October 31-ndinte 'Run for Unity' programme mel, samastha samajathayum ekathathayum ayya koodukaanam, samastha samudayathin ekkathayum poothumayirikkum, samastha samajathayum ekathathayum ayya koodukaanam.","31 Octoberinte Rann For Unity programmeyil, samudhayilum ellavargathin pettavarayum, rajyathinte ellavargangalum, aikyathinte charadil korkakanam, namme shramathinunnal koodukkanam.","Njangalude ente vicharam, 31 Octoberil ""Run for Unity"" ninu, oru unniyathavumayum thozhuthum ariyilla, samajaminte every section bind cheyukayallo. Samajam a unified unit ayyi, our efforts strengthen cheyukayallo.","31 Octoberrin Ran for unity programinte socialum all classesinte people, countryinte all componentsum unityinte threadil korekkannam.","October 31-ന് നിങ്ങളെല്ലാവരെയും വിളിക്കുകയാണ്, ""യൂണിറ്റി ഫോർ റണ് നുവിടെ"" വഴി, നമ്മുടെ പരാശ്രയത്തെ ശക്തിപ്പെടുത്തുകയും സമൂഹത്തിന്റെ എല്ലാ ഭാഗങ്ങളെയും ഒരു യൂണിഫൈഡ് യ�","31 Octoberinte ran for unity programmeinte oru padathinte nuvvu, rajyathinte ellavargangal, samudhayil ethra vishangalude pettavarude oru padathinte nuvvu, nammude shramathinunnal kora kanam."
This phone call will also attract your attention.,ഈ ഫോണ്കോ്ള്‍ കേട്ടാല്‍ നിങ്ങള്ക്കു് മനസ്സിലാകും.,"If you hear this tone, you will understand.",ഈ ഫോൺ കാലും നിങ്ങളുടെ ശ്രദ്ധയിലേക്ക് ആകർഷിക്കും,phone callinte anu adhikaram enneke undayum attentionil ente oru attention vahichu.,Ee phonekollu kettala ningalkkum mannasil aakum.,ഈ ഫോൺ കാലിനെയും നിങ്ങളുടെ ശ്രദ്ധ ആകർഷിക്കും.,e phonkool kettal ninkalkku manasilakum.,phone call ente attention. mathramayum aakashaathu ente attention.,"This phonkol heardal, ingalkkum mathangilakum."
"This year, we the hundred  twenty five crore countrymen are celebrating the thousandth birth anniversary of Saint Ramanujacharya.",ഈ വര്‍ഷം നാം നൂറ്റിയിരുപത്തിയഞ്ചുകോടി ഭാരതവാസികള്‍ രാമാനുജാചാര്യന്റെ ആയിരാമത്തെ ജയന്തി ആഘോഷിക്കയാണ്.,"This year, we are celebrating the 150th birth anniversary of Ramanuja Acharya, a great saint of India, by the blessings of 125 crore Indians.","ഇന്നിലെ, നമ്മുടെ പതിനായിരത്തും അഞ്ചുകോടി ദേശസ്ഥന്മാർ സാന്ത് രാമാനുജാചാര്യരുടെ ആയിരംവത്സരാശ്വാസം ആഘോഷിക്കുന്നു","ishtam, hundred twenty five crore deshabhaktharudey, Saint Ramanujacharyarudey thousandth janmotsavam kocham.",inum varsham nam nOtti iruppattiyanchu kOtti Bharatavasikar Ramanaacharyante aiyiramathinte jayanthi agoshikkan aayannu.,"Ishtam, ithuvare, hundred twenty five crore oru deshabhaktharude, Saint Ramanujacharya-ude, thousandth janmashatabdham anuvadikkunnu.","namam varsham aiyiramee jayanthi aayirathinte charithram. 

Note: വര്‍ഷം and ഈ are already included in the translation, but നാം is included.","Ishtam, ithu 'year,' 'this' 100 25 crore oru deshabhakthanmar 'are' Saint Ramanujacharya-ude 'thousandth' janmadhi-anniversary 'celebrating' irikkum.",namam varsham ramanaacharyante aayiramtham jayanthi eeyam 1000000000 Bharatavasikal aayiramtham jayanthi aghoshikayannu.
"But if we become careless during the abundance of water and then during the lean water season land into trouble due to water scarcity, how can this be allowed",ധാരാളം ജലം കണ്ടിട്ട് നമ്മള്‍ അശ്രദ്ധരാകുകയും മഴക്കാലം കഴിയുമ്പോള്‍ നമ്മള്‍ ജലം കിട്ടാതെ വിഷമിക്കുകയും ചെയ്യും. എത്രനാള്‍ ഇങ്ങനെ കഴിയും.,"When we see a lot of water, we become careless and when the rainy season comes, we don't get water and suffer. How long will we continue like this?",വെള്ളത്തിന്റെ സമ്പത്തിൽ നിലയാകുമ്പോൾ വെള്ളം കുറയുന്നതിനുശേഷം വെള്ളക്കുറവിലൂടെ തിരിച്ചുപോകുന്നത് എങ്ങനെ അനുവദിക്കാനാകും,"water abundanceinte samayathinum careless aakum karyam, water scarcityinte samayathinum vishamangalukkum, ente vishayam enikku koodi anukoolikkum.",tharalame jalame kandittu nammar ashradharaakukayum mazhakkalam kazhiyum pol nammar jalame kittate vishamikukayum cheyyum. ethranal inganen kazhiyum.,"Oru vellam paathinthal ariyil varunnu, vellam vitham vithamundu kshamathayum vithichu,  vellam kurippum kshamathayum koodi vithichu,  ente idiyil enne allowed aayirunnilla?",ധാരാളം ജലം കണ്ടിട്ട് നമ്മള്‍ അശ്രദ്ധരാകുകയും മഴക്കാലം കഴിയുമ്പോള്‍ നമ്മള്‍ ജലം കിട്ടാതെ വിഷമിക്കുകയും ചെയ്യും. എത്രനാള്‍ ഇങ്ങനെ കഴിയും.,"kadalil kallanmullathu kannil kadalil kadal munnuthal, carelessnessinte varunnu, scarcityinte adhikarathinu, troubleinte adhikarathinu, ithu allowed aayirikkanam?","ingannenE, jalangal nammal kandittu, nammal ashradharaakukayum, jalangal kittathe vishamikkukayum cheyum. Ethranal nammal ingannenE kizhiyum.

(Note: I have kept the Malayalam words as they are, but translated the English words to Malayalam for a code-mixed effect. I have also kept the words you wanted to appear in the original Malayalam sentence.)"
I could not read them all nor could listen to all the messages because there were such a large number of messages.,"എല്ലാം വായിക്കാന്‍ സാധിച്ചിട്ടില്ല, എല്ലാവരുടെയും സന്ദേശങ്ങള്‍ കേള്ക്കാ നുമായില്ല. അത്രയ്ക്കധികം വിവരങ്ങളാണെത്തിയത്.","Everything is not possible to read, it's not possible to hear everyone's messages. It's too much information.","എനിക്ക് അവയെല്ലാം കൊണ്ടുകാണാനും എല്ലാം കേട്ടുകാണാനും ചെയ്യാനായില്ല, ഏതൊക്കെ സംഖ്യയിലുള്ള സന്ദേശങ്ങളായിരുന്നുകൊണ്ട്","എല്ലാ സന്ദേശങ്ങളും ഞാൻ കാണാൻ കഴിയാതെയും എല്ലാ സന്ദേശങ്ങളും ഞാൻ കേട്ടത് കഴിയാതെയും ആയിരുന്നു കാരണം അനേകം സന്ദേശങ്ങളായിരുന്നു. 

Translation into code mixed sentence:
എല്ലാ സന്ദേശങ്ങളും ഞാൻ �","ellam vayaikkann sathichittill, ellavarudeyum sandeshangal kela kanumayilla. athra ykkadhikam viva rangangal aethiyath.","ഞാൻ എല്ലാ സന്ദേശങ്ങളും കാണാൻ കഴിയാതെയും എല്ലാ സന്ദേശങ്ങളും കേൾക്കാനും കഴിയാതെയും ആയിരുന്നു, കാരണം സന്ദേശങ്ങളുടെ എണ്ണം അതേപറ്റിയായിരുന്നു. 

Translation in code mixed sentence with romanized Malayalam and English with specific key words that we want to appear:
","ellam vayaikkaan sadhichittilla, ellavarudeyum sandeshangal kelaanumayilla athrakkadham vivarangal aanethiyathu. 

Note: I have translated the sentence to a mix of Malayalam and English with the specific key words as per your request.","എനിക്ക് എല്ലാ സന്ദേശങ്ങളും വായിക്കാൻ കഴിഞ്ഞില്ല, എല്ലാ സന്ദേശങ്ങളും കേട്ടില്ല, അതിനാൽ അതിവേഗത്തിൽ അനേകം സന്ദേശങ്ങളുണ്ടായിരുന്നു.","ellam vayaikkannu sadhichittill, ellavarudeyum sandeshangal kellaanumayillu. athraaykadhikam vivaarangalaaanethiyathu. 

Note: 
- 'നുമായില്ല' was translated to 'kellaanumayillu' to maintain grammatical correctness. 
- 'കേള്ക്കാ' was translated to 'kellaanu' which is a verb form."
To plant 25 lakhs of sapling in Rajasthan is not a small matter,രാജസ്ഥാനില്‍ 25 ലക്ഷം ചെടികള്‍ നട്ടു പിടിപ്പിക്കുക എന്നത് ഒരു നിസ്സാര കാര്യമല്ല.,It is not a trivial matter that 25 lakhs of plants are being planted in the state.,രാജസ്ഥാനിൽ 25 ലക്ഷം ചെടികൾ നാട്ടിലാക്കുന്നത് ചെറുകാര്യമല്ല,Rajasthanil 25 lakhs sapling pottukkayum kathinamayirikkuñnu.,Rajasthaneel 25 lakh cheetikal nattu pidipikkukennum enthu oru nissara karyamall.,"25 lakhsinte sapling pottum kollanam Rajasthanil undakkiyil chedathu. (Note: 'lakhs' is directly used from English as it's a direct translation, 'rajasthan' is written in Malayalam script as it's a proper noun and not a word that needs translation, 'to' and 'plant' is romanized as it's a part of code mixed sentence)

25 lakhsinte sapling pottum kollanam Rajasthanil undakkiyil chedathu.",Rajasthanil 25 lakh chembakal nattu pidippikkukk entha mathramayirikkum oru nissara karyamall.,"Rajasthanil 25 lakh saplinginte plantingam karyam aaraamulla matter ayirunnu. 

Note: 'aaraamulla' is a Malayalam phrase which translates to 'not a small' in English.",രാജസ്ഥാനില്‍ 25 lakham chedhikallarude plantting ennanthu oru nissara karyam all.
Chaudhari Charan Singh in his speech in 1979 had urged our farmers to use new technology and to adopt new innovations and underlined their vital significance.,"1979 ല്‍ തന്റെ ഒരു പ്രസംഗത്തില്‍ ചൗധരി ചരണ്‍സിംഗ് കര്‍ഷകരോട് പുതിയ സാങ്കേതികവിദ്യ ഉപയോഗിക്കാനും, പുതിയ കണ്ടെത്തലുകള്‍ നടത്താനും അഭ്യര്‍ഥിച്ചു, ഇവയുടെ ആവശ്യകതയെ ഊന്നിപ്പറഞ്ഞു.","In 1979, Charan Singh addressed farmers in one of his speeches, urging them to adopt new technologies and make new discoveries, and emphasized the necessity of these things.",ചൗധരി ചരൺ സിംഗ് 1979-ലെ അദ്ദേഹത്തിന്റെ സംസാരത്തിൽ പ്രധാനമായും കൃഷിക്കാരെ പുതിയ സാങ്കേതികവിദ്യകൾ ഉപയോഗിക്കണമെന്നും പുതിയ സംവാദങ്ങൾ സ്വീകരിക്കണമെന്നും അവയു,"Chaudhari Charan Singh 1979-ൽ oru speech-ല് നമ്മുടെ farmers-നെ new technology ഉപയോഗിക്കാന് പറഞ്ഞു, new innovations-ന് പറ്റി പഠിക്കാന് പറഞ്ഞു, അവരുടെ പ്രാധാന്യത്തെ അവതരിപ്പിച്ചു.","1979 lo thanninte oru prasangathil Chaudhari Charansingh karshakarode putiya saankethikavidya upayogikkannum, putiya kandethalukal nathathannu abhyarthichu, ivayude aavashyakathayekoonni parranjikkunnu.","Chaudhari Charan Singh-ude speech 1979-eyil amme farmers-ude new technology use cheyunnathu, new innovations adopt cheyunnathu, 'vital significance' ente importance undorutha, athinte mathramayirikkum.","1979ല്‍ Chaudhari Charan Singh prasangathil karkshakarodt puttya sanganthikavidya upayogikkannum, puttya kandethalukal nathathannu abhyarthichu, aavashyakataye onniparannu.",1979-ൽ Charan Chaudhari എന്ന വ്യക്തി തന്റെ സംസാരണത്തിൽ പുതിയ സാങ്കേതികത ഉപയോഗിക്കണം എന്നും പുതിയ വികസനങ്ങൾ സ്വീകരിക്കണം എന്നും നമ്മുടെ കർഷകർക്ക് അതിന്റെ ജീവിതകാരിയായ പ്രാധ,"1979 ല്‍ charan singh karshakarodt puthiyu prasangathil choudhary charansingh karsakarodt putiyu saangkeetika vidhyay upayogikanum, puthiyu kandethalukal nathathananum abhyarthyichu, ivayude aavashyakatayey onniparanggichu."
This help cannot be obtained till someone donates their organs.,ഇതിനായി ഓരോരുത്തരും മുന്നോട്ടുവരേണ്ടതായിട്ടുണ്ട്.,It is necessary for each one to move forward for this.,ഇത് സഹായം എന്നെടുക്കാനാവില്ല കാരണം കോശങ്ങൾ ദാനം ചെയ്യുന്നവരുടെ വരെ,thisinte help kazhikkanam enna organ donates cheyunnathu varum.,itinnayay ororutharum munnotuvarennatayittu und.,"niratham this help eythikkum organ donates cheythu poyi, help eythikkum organ donates cheythu poyi, 

or 

niratham this help eythikkum organ donates cheythu poyi, help eythikkum organ donates cheythu poyi, mathramayirikkum, help eythikkum organ donates cheythu poyi.

or 

help eythikkum organ donates cheythu poyi, this help eythikkum organ donates cheythu poyi, niratham, help eythikkum organ donates cheythu poyi.",ithinayil ororutharum oruvarudey munnotuvareneendaithayittund.,"This help cannot be obtained till someone donates their organs.
ഇതിന്റെ സഹായം പ്രാപിക്കാൻ ആരോഗ്യം വിട്ടുകൊടുക്കുന്ന അവയവങ്ങൾ വരെ വരികയില്ല.",itinnay oroorutharum munnottuvarayente aayittundu.
And I had also foreseen that this would result in all of us having to face various new difficulties in our day-to-day lives.,എത്രത്തോളം പ്രധാനപ്പെട്ട കാര്യമാണോ അത്രതന്നെ പ്രാധാന്യത്തോടെ അതു നടപ്പാക്കുകയും വേണം. നമ്മുടെ സാധാരണ ജീവിതത്തില്‍ത്തന്നെ പല തരത്തിലുള്ള ബുദ്ധിമുട്ടുകള്‍ നേരിടേണ്ടി വരുമെന്ന് എനിക്കു തോന്നിയിരുന്നു.,"How much importance a matter has, that much importance it deserves, and that much importance it should be carried out. In our ordinary life, we will face many kinds of mental obstacles, I think.",ഞാൻ കണ്ടെത്തിയത് എന്നും ഇത് എന്തെന്നാലും ഞങ്ങളുടെ ദിവസവും ജീവിതത്തിൽ നമ്മുടെയും നമ്മുടെ വിവിധ പ്രതിസന്ധികൾ എതിരിക്കേണ്ടതായിരുന്നു.,"njanum enikku mattom pole oru kadhayum undakum,  onnum tharuvu kizhakkum,  alla nalla prashnavumulla sarithiramayil  varthamayum undakum.",ithra thoolam pradhana pettey karayam atra thannethu pradhanithode athu nappakayum venum. nammutte satharana jeevithtil thannethu palathil tharathilulla buddhimuttukal neriditteneendum ennike thonniyirundu.,"njaanu 'this' yathraanu mathramayirikkum 'that' padunnaal 'day-to-day' jeevithamayil 'lives.' ellorumkku oru vishayam varthamayum vellamayirikkum, 'foreseen' cheythu 'would' aayirikkum.","sadharaanamettu pradhanyaathe athrathanneth pradhanyaathe nattappakaayum venumennu. nammude saadharaana jeevithathinnethanthe athu nattappakaayum venumennu. pala tarathilulla budhithumuttukal neriitteenda varamennu ennikkuthonnirunnu.

Note: This translation is a code mixed sentence with romanized Malayalam and English, and includes the specific key words you requested.","njaan oru prashnichilum, yenkideyilla 'this' karyamayirunnu, day to day lifeinte varakkalude new difficulties face cheyyanam. (romanized Malayalam with English)

or alternative
njaan oru prashnichilum, yenkideyilla 'this' karyamayirunnu, varakkalude new difficulties day to day lifeinte face cheyanam.","karyamano words wanted ['കാര്യമാണോ'] can be translated to  karyamano in romanized Malayalam and English mixed code. 

എത്രത്തോളം പ്രധാനപ്പെട്ട കാര്യമാണോ അത്രതന്നെ പ്രാധാന്യത്തോടെ അതു നടപ്പാക്കുകയും വേണം. നമ്മുടെ സാധാരണ ജീവിതത്തില്‍ത്തന്നെ പല തരത്തില�"
"Not only this, she has done unprecedented work for the welfare of Dalit women too.","ഇത്രമാത്രമല്ല, ദളിത് സ്ത്രീകളുടെ നന്മയ്ക്കായും മുമ്പില്ലാത്തവിധമുള്ള പ്രവൃത്തിയാണു ചെയ്തത്.","It is not just this, the act done for the benefit of Dalit women is not a simple act, it is a revolutionary act.","ഇതുമാത്രമല്ലേ, അവർക്കും ദളിതസ്ത്രീകൾക്കും അത്ഭുതകരമായ സേവനം നടത്തിയിട്ടുണ്ട്.","athayum,  Dalit streeyude welfareinte karyangalinnu thanneeyum athinte vikramathayalayum chedunna karyangal aano.","ഇത്രമാത്രമല്ല, dalitha strikalkayude nannmaykayum mumbillathaviddhamulla pravritthiyum chayyunnu cheythathu.","Only this, Aanu Dalitha streeyude welfareinte kaaryangal ente Aanu adhunikaarthavum cheyyunnu.","ithramathramall, dalithasthreekalude nammaykkayum mumbilathaviddhamulla pravrittithanu cheyithath.","athayum, she evideyo not only ishtam aayirunnu.  Dalit womenudeyude welfareinte vithamukal aayirikkunnaathu.","ithramathramall, dalithinte nanmaykkuayum mumbillathavithamulla pravrittithanu cheyithathu."
The welfare of farmers was a priority in his life.,കര്‍ഷകര്‍ക്ക് എല്ലാ തരത്തിലുമുള്ള നന്മയായിരുന്നു അദ്ദേഹത്തിന്റെ മുന്‍ഗണന.,The farmers had all kinds of goodness towards him.,കർഷകരുടെ സംരക്ഷണം അദ്ദേഹത്തിന്റെ ജീവിതത്തിലെ പ്രാധാന്യമായിരുന്നു,kisanarude uthsavam ente jeevithathil ithuvarey.,karsakarku ellatharathilumulla nannmayayirunnu addehatte munnganana.,the farmersinte welfare mattoru lifeinte pranamathramayirikkum.,ellatharathilumullu nangayayirunnu karshakkarude munnganam addehathe nangayayirunnu.,"kisanarajyamante welfare mattoru life. Kisanarajyamante of kisanarajyamante was adhyayanamayirikkum, kisanarajyamante his kisanarajyamante kshamithayum, kisanarajyamante life.","karsakarke ellatharathilumulla nammayayirunnu addehathe munuganan. 

Note: Munuganan is the romanized Malayalam translation of 'മുന്‍ഗണന'"
ASEAN completed its 50 years of formation in 2017 and in 2017 25 years of India's partnership with ASEAN were completed.,"ആസിയാന്‍ 50 വര്‍ഷങ്ങള്‍ പൂര്‍ത്തിയാക്കി, 2017 ല്‍ത്തന്നെയാണ് ആസിയാനുമായി ഭാരതത്തിന്റെ സഖ്യത്തിന് 25 വര്‍ഷം പൂര്‍ത്തിയായത്.","Asia has completed 50 years, and 25 years have been completed since the alliance between Asia and India in 2017.",ഏഷ്യാനിലെ രൂപീകരണം 2017 ലെ 50 വർഷം പൂർത്തിയായിരുന്നു. 2017 ലെ ഏഷ്യാനുമായി ഇന്ത്യയുടെ ഭാഗഭാഗം 25 വർഷം പൂർത്തിയായിരുന്നു.,ASEAN 50 വയസ്സിനെത്തിയത് 2017ൽ ആയിരുന്നു. 2017ൽ ഇന്ത്യയുടെയും ASEAN യുടെയും പങ്കാളിത്തത്തിന്റെ 25 വയസ്സിനെത്തിയതും ആയിരുന്നു.,"asiyan 50 varshangal poorthiyakki, 2017 lthannayaaan aasiyanumayaamay aaythinte sakhithin 25 varsham poorthiyayathu.","ASEAN 50 varsham kalyanam 2017 lookalum, 2017 lookalum ASEAN-India samarpanathinte 25 varsham kalyanam vittilayum complete aayirikkum.","Asian 50 വര്‍ഷങ്ങള്‍ പൂര്‍ത്തിയാക്കി, 2017 ല്‍ത്തന്നെയാണ് Asianumayyaam Bharatathinte sakhyathinu 25 വര്‍ഷം പൂര്‍ത്തിയായathu.",ASEAN 2017 loke formation 50 varsham aayirunnu. 2017 loke India oru ASEAN sambandham 25 varsham aayirunnu.,Asia 50 varshangal poorthiyayum 2017 lathannayaaan Asiyanaumay ithu Bharathathinte sakhyathin 25 varsham poorthiyayathu.
"My dear countrymen, especially my young friends, we have been getting glad tidings from the field of sports.","എന്റെ പ്രിയപ്പെട്ട ദേശവാസികളേ, വിശേഷിച്ചും എന്റെ യുവസുഹൃത്തുക്കളേ, കളിക്കളത്തില്‍ നിന്നും കഴിഞ്ഞ ദിവസങ്ങളില്‍ നല്ല വാര്‍ത്തകളെത്തി.","My dear compatriots, especially my young friends, the good news that I have brought from the playground, where we spent the past few days.","എന്റെ സ്വദേശികൾ, പ്രത്യേകിച്ച് എന്റെ യുവാക്കൾ, കായികരംഗത്തുനിന്നുള്ള സുഖദൃശ്യങ്ങൾ നമുക്ക് ലഭിച്ചുകൊണ്ടിരിക്കുന്നു.","njangalkk, chettaa valluvanukal, sports yathra visheshathin, kalyanamayikkum oru sathyam mathramayirikkum.","ennente priyappetta deshavasikale, vishesichum ente yuvasuhrruthukkale, kalikallathil ninnum kazhinja divasangalil nalla varthakal ethikk.","Dear yuvakarude nammude deshabhaktharude, especially my yuvakarude, sports fieldil  oru thalirukal nammudekku vannu thoniyum.","ente priyapetta deshavasikale, visheeshichchum ente yuvasuhrrthukkale, kalikkalathil ninnurom kazhinja divasangalil nalla varthakalethu.

Note: I've replaced the unwanted words with their Malayalam translations.","Njangalude dear countrymen, especially njangalude young friends, sports yatrayum oru sundarum samacharam aayirikkunnu.","entente priyapetta deshavasikale, vishesichittum entente yuvasuhrrthukkale, kalikallathil ninnurom kazhinja divasangalil nalla varthakalethi.
 
Note: The translation is a direct translation of the given sentence into a code-mixed sentence with romanized Malayalam and English words. The words requested are included in the translation."
But I want to share with you what I heard from these heroes.,എങ്കിലും ആ കളിക്കാരില്‍ നിന്നു കേട്ടത് ഞാന്‍ നിങ്ങളെ കേള്‍പ്പിക്കാനാഗ്രഹിക്കുന്നു.,I want to hear from you what I heard from those players.,എനിക്ക് ഇതിനെ പങ്കിടുക എന്നാൽ എനിക്ക് ഇവരിൽ നിന്നും ഇതാണ് എന്നതിനെയാണ്,"Aanen, ente nalla varthakalil ninnu ente shokaikku oru varthamanam undakkanam.","engilum a kalykariyil ninnu keettathan njan ningalkk eelppikkannaghrikkunnu. 

(Note: കളിക്കാരിയില്‍ നിന്നു = കളിക്കാരില്‍ നിന്നു, കേള്‍പ്പിക്കാന്‍ = കേള്‍പ്പിക്കാന്‍)","Nee engane ente ente kathayil njanu kanda kannukalude. 

 Translation: 
 (I) njanu (I) ente (my) kathayil (heard from) kannukalude (these) ente (my) kanda (heroes) 

Note: 'kanda' is used here to refer to heroes, it's a colloquial term in Malayalam.","engilum, aakalikkariyil ninnu kettath, nan ninkalayude kelpikkannagharikkunnu.","Aanen, njaan oru kathayil, njaan ente heroes onnum ente kooda share cheyikkunnu.",Ennikilum aakalikkariyil ninnu kettathu nanaan ninkalaykku kelpikkanaagraghikkunnu.
We can alleviate poverty when everyone including society and governments focuses attention on measures to provide benefits of development to the poor.,"സമൂഹത്തിന്റെ, സർക്കാരുകളുടെ, എല്ലാവരുടെയും ശ്രദ്ധ വികസനത്തിന്റെ നേട്ടം ദരിദ്രർക്ക് എങ്ങനെ കിട്ടാം എന്നതിൽ കേന്ദ്രീകരിക്കട്ടെ.","The focus should be on how the benefits of the development of the society, governments, and all can be achieved by the poor.",എല്ലാവരും സമൂഹവും സർക്കാരുകളും വികസനത്തിന്റെ ലാഭങ്ങൾ വിനയത്തിലേക്ക് ശ്രദ്ധ പതിപ്പിച്ചുകൊണ്ട് ദാരിദ്ര്യം കുറയ്ക്കാം,"povertyinte samasyakal athikkunam thannaam, sarvathra, samoohathinte, sarkarathinte dhyanam poorarude development benefits provide cheythittum, ente tharuvu.","samudhayathinte, sarkkarakalude, ellavarudeyude shradhdha vikasanathinte neettam daridharke engannu kittam ennanthil kendrikarikkatte.","sarvajanangalude attention everyoneinum development benefits poorude measures poyi, sarvajanangalum governments sarvajanangalude attention focuses, pootha poornathayum tharumanallokam aakum.","sarikkalukalute, daridrarke, vikasanthinte, samoothinte, shradh, sarikkalukalute, daridrarke, vikasanthinte, samoothinte, shradh, sarikkalukalute, daridrarke, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte, shradh, vikasanthinte, samoothinte,","samastha societykku oru poorinte benefits ennale focus cheyyumeyum, governmentsinte supportennu, attention kurechumeyum, measures poyi alleviate cheyumeyum, development benefits poorinte provide cheyumeyum.","സമൂഹathinte, Sarkarukalute, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennthathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennthathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennthathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennthathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennthathil kittaan, ellavarudeyum shradhha Vikasanthinte neettam Dharidhrarke ennthathil kittaan, ennth"
"It could be any site... such as Porbandar, Sabarmati Ashram, Champaran, the Ashram at Wardha or spots in Delhi related to Mahatma Gandhi.","അത് എവിടവുമാകാം – പോര്‍ബന്തറാകാം, സബര്‍മതി ആശ്രമമാകാം, ചമ്പാരനാകാം, വാര്‍ധയിലെ ആശ്രമമാകാം, ദില്ലിയില്‍ മഹാത്മാഗാന്ധിയുമായി ബന്ധപ്പെട്ട ഇടമേതെങ്കിലുമാകാം.","That can be anywhere – it can be a forest, a monastery, a hermitage, a place of pilgrimage, or even a place associated with Mahatma Gandhi in Delhi.","അത് എന്തെന്നാണോ സൈറ്റ്... പോർബന്ദര്‍, സബര്‍മതി ആശ്രമം, ചമ്പരണ്‍, വാര്‍ത്തയിലെ ആശ്രമം അഥവാ മഹാത്മയുടെ ഡെല്‍ഹിയിലെ സ്ഥലങ്ങള്‍","Site ente koodiyayirikkum.. Porbandar, Sabarmati Ashram, Champaran, Wardha ashramathinu veluppamayirikkum Delhiil ezhuthiyathin Mahatma Gandhi charithrayam.","ath evidavumakam - porbantaraakam, subarmathyaashramamakaam, champaranakaam, varthayile aashramamakaam, dilleyil mahathmagaandhiyumayibandhapetta idamekumakaam.","it could be such spots as porbandar, sabarmati ashram, champaran, wardha ashramathil, or delhiyil mahatma gandhivinte related places.","ath evideyumakam - porbantaraakam, sabarmathi aashramamaakam, champaarananakaam, varthayile aashramamaakam, dililil mahathmaagandhiyumayy bhandhapettu idamey thengkilumakaam, bhandhapettu, mahathmaagandhiyumayy, champaarananakaam.","any site... such as Porbandar, Sabarmati Ashram, Champaran, Wardha Ashram or spots in Delhi related to mahatma Gandhi. 

mixed Malayalam: any site... such as Porbandar, Sabarmati Ashram, Champaran, Wardha Ashram athinte spots in Delhi mahatma Gandhiyude related places.","അത് എവിടവുമാകാം – porbantharaakam, SubarMathi ashramamakaam, champaaranakaam, varthayile ashramamakaam, Dilleyil MahathmaGandhiyumaya bhandhapetta idamethengilumakaam."
