src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"As Alejandro Segurra, another IT worker at Portland State University, said, ""I'm willing to go on strike because I don't think it's fair that people are paid wages that don't allow them to live in the city that they serve."" Portland State library worker Theresa Stapleburg was even more direct: ""I want to strike because I've been here 24 years, and I need a raise - a living wage.""",正如 波特兰 州立大学 的 另一名 信息技术 工作者 亚历 杭 德罗 · 塞古 拉 所说 ： “ 我 愿意 参加 罢工 ， 因为 我 认为 向 人们 支付 的 工资 无法 保证 他们 在 所 服务 城市 的 生活 ， 这 是 不 公平 的 。 ”   波特兰 州立 图书馆 工作人员 特蕾莎 · 斯塔克 尔 伯格 则 说 得 更为 直接 ： “ 我 想要 罢工 ， 因为 我 已经 在 这里 工作   24   年 了 ， 我 需要 加薪 ， 我要 养家糊口 。 ”,"""Ah, I want to go on strike cos I feel pay lah cannot guarantee dat people can live in da city dey serve, not fair lah,"" said Teresa Starkelberg, a 24-year veteran library staff at Portland State University.",另 一个 Portland 州立大学 的 IT 工人 Alejandro   Segurra 说 ： “ 我 愿意 罢工 ， 因为 我 认为 不 公平 的 是 让 人们 以 不 允许 他们 在 自己 服务 的 城市 生活 的 工资 来 支付 他们 的 薪水 。 ” Portland 州立 图书馆 工人 Theresa   Stapleburg 则 更加 直接 地说 ： “ 我要 罢工 ， 因为 我 工作 了 24 年 了 ， 需要 一个 加薪 — — 一个 可 供 生存 的 工资 。 ”,就像 Portland State University 的 IT 工作者 Alejandro Segurra 说的，“我愿意罢工因为我觉得不公平，工资根本不够让人住在他们服务的城市。” Portland State 图书馆的工作人员 Theresa Stapleburg 更直接：“我想罢工因为我在这里工作了 24 年，我需要加薪 - 一个可以生活的工资。”,正如 Portland State University 的另一名 IT worker Alexander Segura 所说：“我愿意罢工，因为我觉得人们的工资根本无法保障他们在服务的城市生活，这样是不公平的。” 而 Portland State Library 的工作人员 Teresa Starkelberg 则更直接地说：“我想要罢工，因为我已经在这里工作24年了，我需要加薪， 我要养家糊口。”,"As Alejandro Segurra, 另一个 Portland State University 的 IT 工作者, 说过, ""我愿意罢工因为我觉得不公平, 人们的工资根本不能让他们在他们服务的城市生活。"" Portland State 图书馆的工作人员 Theresa Stapleburg 更加直接: ""我想罢工因为我在这里工作了 24 年, 我需要加薪 - 一个生活工资。""",正如波特兰州立大学的另一名信息技术工作人员亚历杭德罗·塞古拉所说：“我愿意参加罢工，因为我认为向人们支付的工资无法保证他们在所服务城市的生活，这样是不公平的。” 波特兰州立图书馆的工作人员特蕾莎·斯塔克尔伯格则说得更为直接：“我想要罢工，因为我已经在这里工作24年了，我需要加薪，要养家糊口。”,"As Alejandro Segurra, 另一个 worker 在 Portland State University 说, ""I’m willing to go on strike because I don't think it's fair that people are paid wages that don't allow them to live in the city that they serve."" Portland State library worker Theresa Stapleburg 更直接: ""I want to strike because I've been here 24 years, and I need a raise - a living wage.""",正如 波特兰 州立大学 的 另一名 信息技术 工作者 亚历 杭 德罗 · 塞古 拉 所说：“我愿意参加罢工，因为我觉得给人们的工资 不能够 保证他们在所服务城市的生活，这样是不公平的。”波特兰 州立图书馆的工作人员特蕾莎 · 斯塔克 尔 伯格 也说得很直接：“我想要罢工，因为我已经在这里工作 24 年了，我需要加薪， 我要养家糊口。”
"As inflation climbs and the cost of living in Oregon soars, these workers are being left to flounder, and management has shown little sympathy for their plight. Contract negotiations that began in February broke down in mid-August. At that point, the bosses had laid out some particularly egregious proposals - a paltry cost-of-living increase, a denial of seniority demands from long-term university workers, and a price hike for staff meals - that workers saw as disrespectful, and even cruel. ""There is an unwritten class system at the universities,"" Fulmer said. ""And we are at the bottom of it.""",随着 通货膨胀 加剧 ， 俄勒冈州 生活 成本 飙升 ， 这些 工作人员 陷入困境 ， 而 管理层 对此 几乎 没有 表示 出 同情 。 2   月 开始 的 合同 谈判 在   8   月 中旬 中断 。 那时 ， 老板 们 提出 了 一些 特别 过分 的 建议 — — 轻微 增加 生活 成本 ， 拒绝 大学 长期 工作人员 的 资历 要求 ， 员工 餐费 上涨 — — 工作人员 认为 这 是 不 尊重 他们 ， 甚至 是 残忍 对待 。 富尔默 表示 ： “ 大学 里 有 不成文 的 阶级 制度 。 而 我们 处于 最底层 。 ”,"""Uni la got mahal mahal leh, staffs suffer la, but management no care. Negotiations start from Feb, break off in mid-Aug, bosses propose some outrageous demands - tiny increase in living cost, no recognition for long-serving staff's qualifications, rise in meal vouchers - staffs find it very disrespectful, even cruel. Fulmer say, ""There's an unspoken class system in the uni, and we're at the bottom.""",在 Oregon 的 生活 成本 大幅 上升 ， 通货膨胀 不断 攀升 的 同时 ， 工人 们 被 留在 了 困境 之中 ， 而 管理层 对 他们 的 困境 又 显示 出 很少 的 同情 。 自 2 月份 开始 的 谈判 于 8 月 中旬 破裂 。 到 时 ， 管理层 提出 了 一些 令人 难以忍受 的 提议 ： 可怜 的 生活 成本 调整 、 长期 大学 工作者 的 资历 要求 的 否定 ， 以及 员工 餐食 价格上涨 等 ， 这些 工人 认为 是 不 尊严 的 ， 甚至 是 残酷 的 。     Fulmer 说 ： “ 在 大学 中 存在 着 一种 未 写成 的 阶级 制度 。 我们 正是 它 的 底层 。 ”,随着通货膨胀上升，俄勒冈州的生活成本飙升，这些工人被抛在一旁，管理层对他们的困境几乎没有同情。二月开始的合同谈判在八月中旬破裂。到那时，老板们提出了一些特别离谱的提案 - 一点点的生活成本增加，拒绝长期大学员工的资历要求，以及员工餐费的涨价 - 工人们认为这些是非常不尊重，甚至是残酷的。Fulmer 说：“大学里有一种不成文的阶级制度，而我们正处于底层。”,随着 inflation 加剧，俄勒冈州的生活成本 skyrocketing，这些工作人员真的很困难，管理层几乎没有表示出同情。2月开始的合同谈判在8月中旬就停了。那时，老板们提出了一些特别过分的建议——微微增加生活成本，拒绝大学长期工作人员的资历要求，员工的餐费也涨价——工作人员觉得这根本不尊重他们，甚至是残忍对待。富尔默说：“大学里有个不成文的阶级制度，而我们就在最底层。”,随着通货膨胀上升，Oregon的生活成本 skyrockets，工人们被抛下，管理层对他们的困境几乎没有同情。二月开始的合同谈判在八月中旬破裂。那时，老板们提出了一些特别让人无法接受的提案 - 微薄的生活成本增加，拒绝长期大学员工的资历要求，以及员工餐饮的价格上涨 - 工人们觉得这些非常不尊重，甚至是残酷的。“大学里有一个不成文的阶级制度，”Fulmer说。“而我们正处于这个制度的底层。”,随着 通货膨胀 加剧，俄勒冈州生活成本飙升，我们 的工作人员 陷入困境。管理层对这一切几乎没有表示出同情，而 合同谈判 处于 8月中旬中断。富尔默说：“大学里有不成文的制度，而我们 处于 最底层。”,"随着 inflation climbs, 这些 workers 在 Oregon flounder。管理层对他们的困境 shown little sympathy。合同 negotiations 从二月开始，到 mid-August 就 laid out 一些 particularly egregious proposals - 一些 paltry 的 cost-of-living increase, denial of seniority demands, 还有 staff meals 的 price hike - 这些都让 workers 感到 disrespectful, 甚至是 cruel。“在大学里有一个 unwritten class system,” Fulmer 说。“而我们就是 at the bottom of it。”",随着 通货膨胀 加剧，俄勒冈州的生活 成本 飙升，很多工作人员 陷入困境，而 管理层 对此 几乎 没有 表示 同情。2月 开始的 合同谈判 在8月中旬中断。那时，老板 提出了 一些 特别 过分 的 建议 — — 轻微 增加 生活成本，拒绝 大学 长期工作人员 的 资历要求，员工 餐费 上涨 — — 工作人员 认为 这 是 不尊重他们，甚至是残忍对待。富尔默 说：“大学里 有 不成文 的 阶级制度。而我们 处于 最底层。”
"""Education workers have been under attack for decades,"" he continued. ""We are finally standing up and fighting back. It's one thing to see classism and the squeezing of the middle class in the corporate world as executives see their relatively obscene pay continue to go up at rates above inflation. But for the same thing to be happening in education is not something workers will continue to tolerate.""",他 继续 说道 ： “ 几十年 来 ， 教育工作者 一直 受到 攻击 。 我们 终于 站 起来 反击 了 。 企业 高管们 看到 他们 相对 招 人 嫉恨 的 薪酬 不断 以 高于 通货膨胀 的 速度 上涨 时 ， 对 阶级 歧视 和 中产阶级 受到 挤压 就 能 平和 面对 了 。 但是 在 教育界 发生 同样 的 事 ， 工作人员 不会 继续 容忍 。 ”,"""Ah, fifty years la, educators been takin' a lot of flak. Finally, we stand up lah. Bosses at companies see how their own salaries rise faster than inflation, and they can take classism and squeezed middle class lah, but teachers no goon lah, we tak' it no more.""",他 继续 说 ： “ 教育工作者 已经 受到 攻击 几十年 了 。 ”   “ 我们 终于 站 起来 了 ， 反击 了 。 ”   “ 在 商业界 看来 ， 资本家 在 通胀率 以上 的 速度 不断 提高 他们 相对 令人发指 的 薪水 是 看到 阶级 主义 和 中产阶级 被 挤压 的 另 一个 方面 。 但是 ， 同样 的 事情 发生 在 教育领域 ， 工人 将 不再 忍受 。 ”,“教育工作者已经被攻击几十年了，”他继续说。“我们终于站出来反击。看到阶级主义和中产阶级在企业世界被挤压是一码事，因为高管的薪水继续以超过通货膨胀的速度上涨。但是在教育界发生同样的事情，工人是绝对不会继续容忍的。”,他继续说道：“几十年来，教育工作者 一直被攻击 lah。我们终于站起来反击了。企业高管看到他们相对招人嫉妒的薪水一直以高于通货膨胀的速度上涨时，就能平和面对阶级歧视和中产阶级被挤压的问题。但是在教育界发生同样的事情，工作人员不会继续容忍 de。”,"""教育工作者已经被攻击几十年了,"" 他继续说. ""我们终于站起来反击. 在企业界，看到阶级主义和中产阶级被挤压是一码事，尤其是高管的薪水不断上涨，超过通货膨胀的速度. 但是在教育界发生同样的事情，工人是不会继续容忍的.""","他, 教育工作者 一直 受到 攻击 几十年 liao. 现在我们 终于 站起来 反击了.",“教育工作者已经受到攻击几十年了，”他继续说。“我们终于站出来反击。看到阶级主义和中产阶级在企业世界被挤压是一回事，因为高管的薪酬继续以超过通货膨胀的速度上涨。但在教育界发生同样的事情，工人是不会再忍受的。”,"He 继续说道: ""几十年来，教育工作者一直受到攻击。我们终于站起来反击了。企业高管们看到他们相对招人嫉恨的薪酬不断以高于通货膨胀的速度上涨时，就能平和面对阶级歧视和中产阶级受到挤压的事。但是在教育界发生同样的事，工作人员不会继续容忍。"""
"And Oregon's state university workers aren't the only ones taking action. Oregon is a powder keg of militancy right now, and its fuse is now burning bright and hot. Grocery store workers at the Fred Meyer supermarket chain are ramping up their campaign against their employer, and while there are no official plans to strike yet, tensions are running high; their union, United Food and Commercial Workers Local 555, has already called for a boycott, and filed an unfair labor practice report against the chain.",俄勒冈州 立 大学 的 工作人员 并 不是 唯一 采取行动 的 人群 。 俄勒冈州 现在 是 充满 斗志 的 火药桶 ， 保险丝 已烧 得 又 热 又 亮 。 弗雷德 · 迈耶 连锁 超市 的 杂货店 工作人员 正在 紧锣密鼓 地 开展 针对 雇主 的 运动 ， 虽然 还 没有 正式 的 罢工 计划 ， 但 紧张局势 不断 升级 ； 他们 的 工会 — — 食品 和 商业 工人 联合会 本地   555   分会 已经 要求 联合 抵制 ， 并 针对 该 连锁店 提出 了 不 公平 的 劳工 实践 报告 。,"Oregon State University staff lorh not the only ones takin' action. Oregon is now like a powder keg, wif tensions burnin' hot n' bright. Staff at Fred Meyer's supermarket chain is also goin' full steam ahead wif their employer action, even though no official strike plan yet, but tention's gettin' real high; their union, Local 555 of the Food n' Commercial Workers Union, already callin' for a boycott n' submit a report on unfair labor practices against the chain.",ORE 건 州 州立大学 职员 并 不是 唯一 采取行动 的 群体 。 ORE 건 州 正 如火如荼 的 激进主义 之地 ， 火花 已然 着火 。 Fred 梅耶 超市 连锁店 的 超市 工人 正在 加紧 推动 对 他们 雇主 的 运动 ， 而 虽然 还 未 正式 计划 罢工 ， 但 紧张 情绪 正在 升高 ； 他们 的 工会 ， United   Food   and   Commercial   Workers   Local   555 ， 已经 呼吁   boycot ， 和 提起 了 不 公平 劳动 实践 诉求 。,Oregon 的州立大学工人 不是唯一在行动的。现在 Oregon 就像一颗 powder keg，炸药已经点燃了。Fred Meyer 超市的员工 也在加紧他们的运动，对抗雇主，虽然还没有正式的罢工计划，紧张气氛已经很高；他们的工会，United Food and Commercial Workers Local 555，已经呼吁 boycott，还对这个连锁店 提出了不公平劳动行为的报告。,Oregon州的工作人员 不是 唯一 在行动 的人群。现在 Oregon 是一个充满斗志的火药桶，保险丝已经烧得又热又亮。Fred Meyer 的杂货店工作人员 现在正在紧锣密鼓地展开针对雇主的运动，虽然还没有正式的罢工计划，但紧张局势一直在升级；他们的工会 — 食品和商业工人联合会本地 555 分会 已经要求联合抵制，并针对该连锁店提出了不公平的劳动实践报告。,"And Oregon's state university 的 workers 不是唯一在行动的。Oregon 现在是一个 militancy 的火药桶，fuse 已经 burn bright and hot。Fred Meyer 超市 chain 的 grocery store workers 正在加强他们的 campaign against their employer，虽然还没有 official plans to strike，但 tensions 真的很高；他们的 union, United Food and Commercial Workers Local 555, 已经呼吁 boycott，还 filed 一个 unfair labor practice report against 这个 chain.",俄勒冈州的大学工作人员 不是 唯一 在行动 的人群。现在 俄勒冈州 是个 充满斗志 的火药桶，保险丝 已经烧得 又热 又亮。弗雷德·迈耶 连锁的杂货店工作人员 正在 紧锣密鼓 地 开展运动，虽然 还没有 正式的罢工计划，但 紧张局势 不断 升级；他们的工会 — 食品 和商业工人联合会 分会 555 已经要求联合抵制，并 针对该连锁店 提出了 不公平 的 劳工实践报告。,Oregon's state university workers 不是唯一在行动的，Oregon 现在是一个 militancy 的火药桶，火焰正在燃烧得又亮又热。Fred Meyer 超市的 grocery store workers 正在加强他们对雇主的运动，虽然还没有正式的罢工计划，但紧张气氛已经很高；他们的工会 United Food and Commercial Workers Local 555 已经呼吁抵制，并对这个连锁店提交了不公平劳动行为的报告。,Oregon州立大学的工作人员并不是唯一采取行动的人群。现在Oregon已经变成一个充满斗志的火药桶，保险丝已经烧得又热又亮。Fred Meyer连锁超市的杂货店工作人员正在紧锣密鼓地开展针对雇主的运动，虽然还没有正式的罢工计划，但紧张局势不断升级；他们的工会——食品和商业工人联合会本地555分会已经要求联合抵制，并针对该连锁店提出了不公平的劳工实践报告。
"In the healthcare sector, the 4,500 members of the Service Employees International Union Local 49 workers at Kaiser Permanente authorized a strike (with a 98 percent approval rate) if a deal isn't reached before their existing contract expires in October - which was only narrowly avoided with a new tentative agreement. Elsewhere in the industry, the Oregon Nurses Association, which represents more than 120 nurses at Astoria Hospital, has been deadlocked in contract negotiations with the hospital administration; their last contract expired in May, and the clock is ticking.","在 医疗保健 行业 ， 如果 凯萨 医疗机构 的   4 , 500   名 服务业 员工 国际 联合会 本地   49 分会 会员 在   10   月 现有 合同 到期 之前 没有 达成协议 （ 只是 通过 新 的 临时 协议 暂时 避开 ） ， 则 会 批准 罢工 （ 批准 率为   98 ％ ） 。 在 该 行业 的 其他 领域 ， 代表 阿斯 托里亚 医院   120   多名 护士 的 俄勒冈 护士 协会 在 与 医院 管理 部门 的 合同 谈判 中 陷入僵局 ， 这些 护士 的 最后 一份 合同 已 在   5   月 到期 ， 时间 非常 紧迫 。","Medical sector la, if 4,500 union members from the local 49th branch of the hospital workers' international union at Kaser Hospital no agree on contract by October before current contract expire (just by temporary new agreement dodge), then they approve strike (98% approval rate). Other sectors, Oregon Nurses Association, represent over 120 nurses at Astoria Hospital, stuck in contract negotiation with hospital management, last contract expired in May, very tight timing leh.","在 医疗 行业 ， 服务员 国际 工会 本地 49 的 4 , 500 名 凯撒   permanente 职工 （ 达 98% 的 通过率 ） 如果 未能 在 他们 的 现有 合约 于 10 月 过期 前 达成协议 ， 决定 罢工 ； 而 在 其他 行业 ， 代表 阿斯 托里亚 医院 超过 120 名 护士 的 奥雷冈 护士 协会 与 医院 管理层 的 合同 谈判 已 陷入僵局 ； 他们 的 上 一个 合同 在 5 月 过期 ， 时间 正在 流逝 。","在医疗行业，Kaiser Permanente 的 Service Employees International Union Local 49 有 4,500 个成员，如果在他们现有合同在十月到期前没有达成协议，他们已经授权罢工（批准率高达 98%） - 这个情况只是通过一个新的暂定协议勉强避免。其他地方，Oregon Nurses Association 代表着超过 120 名在 Astoria Hospital 的护士，正在与医院管理层进行合同谈判；他们的最后一份合同在五月到期，现在时间不等人。","在医疗保健行业，如果凯萨医疗机构的4,500名服务业员工的国际联合会本地49分会会员在10月现有合同到期之前没有达成协议（只是通过新的临时协议暂时避开），就会批准罢工（批准率高达98% leh）。在该行业的其他领域，代表阿斯托里亚医院120多名护士的俄勒冈护士协会在与医院管理部门的合同谈判中遇到僵局，这些护士的最后一份合同已经在5月到期，时间真的是非常紧迫哦。","在 healthcare sector, 这个 clock 一直在 ticking. Kaiser Permanente 的 4,500 名 Service Employees International Union Local 49 成员已经授权罢工，如果在十月他们现有合同到期之前没有达成协议的话。","在 医疗保健 行业 ， 如果 凯萨 医疗机构 的 4,500 名服务业员工 国际联合会 本地 49 分会 会员 在 10 月现有合同到期 之前 没有 达成协议 （ 只是 通过新的临时协议 暂时避开 ） ， 则 会 批准 罢工 。","在 healthcare industry, 这个 Oregon Nurses Association 代表了超过 120 名 nurses 在 Astoria Hospital, 他们现在跟 hospital 的管理层 在合同谈判中 deadlocked; 他们的最后一个合同在五月 expired, 现在时间在 ticking.","在 该 医疗保健 行业 ， 如果 凯萨 医疗机构 的 4,500 名 服务业员工 国际 联合会 本地 49 分会 会员 在 10 月 现有 合同 到期 之前 没有 达成协议 （ 只是 通过 新 的 临时 协议 暂时 避开 ） ， 则 会 批准 罢工 （ 批准 率为 98％ ） 。 在 其他 领域 ， 代表 阿斯 托里亚 医院 的 120 多名 护士 的 俄勒冈 护士 协会 在 与 医院 管理 部门 的 合同 谈判 中 陷入僵局 ， 这些 护士 的 最后 一份 合同 已 在 5 月 到期 ， 时间 非常 紧迫 。"
"""Oregon has a really strong labor movement that is really building from the ground up,"" Burley explains. ""This is a part of the national wave of labor growth. People are seeing a precarious economy where real wages are falling and the solution is collective action in the workplace.""",伯利 解释 说 ： “ 俄勒冈州 的 劳工 运动 势头 非常 强劲 ， 而且 开展 得 确实 非常 彻底 。 这是 全国 劳动力 增长 浪潮 的 一部分 。 人们 看到 的 是 经济 不 稳定 ， 实际工资 在 下降 ， 而 解决方案 是 在 工作 场所 采取 集体行动 。 ”,"Berli explain say: ""Labour movement in Oregon state very strong, very deep too. Part of national wave of labour force growth. People see economic instability, real wages goin' down, solution is collective action on site.""",布利 解释 道 ： “ 俄勒冈州 有着 非常 强大 的 劳动 运动 ， 它 从 基层 发展 起来 。 这个 是 全国 劳动 增长 的 部分 。 人们 看到 的 经济 环境 是 脆弱 的 ， 真实 的 工资 下降 ， 解决 方法 是 在 工作 场所 采取 集体行动 。 ”,“Oregon 有一个很强的劳工运动，真的是从基层开始建设的，”Burley 解释说。“这是全国劳工增长的一部分。人们看到经济不稳定，真正的工资在下降，解决方法就是在职场里进行集体行动。”,"伯利解释说: ""Oregon 的 labor movement 很强劲, 而且进行得非常彻底。这个是全国 workforce 增长潮流的一部分。人们看到经济不稳定，实际工资在下降，解决方案就是在 workplace 采取 collective action.""","“Oregon 有一个很强的 labor movement, 真的是从底层开始建立的,” Burley 解释. “这是一部分全国劳动增长的浪潮. 人们看到经济不稳定，真实工资在下降，所以解决办法就是在工作场所进行 collective action.”",伯利 解释 说 ： “ 俄勒冈州 的 劳工运动 势头 非常 强劲 ， 而且 开展 得 确实 非常 彻底 。 这是 全国 劳动力 增长 浪潮 的 一部分 。 人们 看到 的 是 经济 不 稳定 ， 实际工资 在 下降 ， 而 解决方案 是 在 工作 场所 采取 集体行动 。 ”,"""Burley 解释说，'Oregon 有一个 really 强大的 labor movement, 这个 movement 是在基层建立的。' 这就是 national wave of labor growth 的一部分。人们看到经济不稳定，真实工资在下降，solution 就是 workplace 的 collective action.""",伯利 说 ： “ 俄勒冈州 的 劳工 运动 真的是 强劲 ， 而且 在 工作 场所 采取 集体行动 的确是 很彻底 的 。 这是 全国 劳动力 增长 的 一部分 。 人们看到 的 是 经济 不 稳定 ， 实际工资 在 下降 ， 而 解决方案 就是 在 工作 场所 采取 集体行动 。 ”
"It's unclear just how deeply such collective action may take root this fall, but it certainly would be fitting if the general strike returned to the Northwest in 2019. And from there we can only hope that its spirit will spread even further, into the heart of Midwestern farming, Southern manufacturing, Texan oil fields, Appalachian coal mines, Northeastern construction, the Silicon Valley tech giants, and everywhere in between. Lord knows that something's gotta give.",今年 秋季 ， 这 类 集体行动 的 开展 将 深入 到 何种 程度 ， 目前 尚 不 明确 ， 但 如果 大 罢工 在   2019   年 重返 西北地区 ， 那 肯定 也 是 恰当 的 。 我们 只能 借此 希望 行动 的 精神 能够 进一步 传播 到 中西部 农业 、 南部 制造业 、 德克萨斯州 油田 、 阿巴拉契亚 煤矿 、 东北 建筑业 、 硅谷 科技 巨头 以及 中间 的 任何 领域 和 行业 。 老天 知道 ， 凡事 皆 要 付出代价 。,"Thisa year, leh see how far dis kind of collective action go, still not sure lah, but if big strike return to Northwest region in 2019, that also very possible. We can only hope dat spirit of action can spread to Midwest agriculture, Southern manufacturing, Texas oilfields, Appalachian coal mines, Northeast construction, Silicon Valley tech giants, and any other sector or industry in between. God knows, everything got its price to pay.",尽管 这种 集体行动 的 深入 程度 在 今年 秋天 还 未 明确 ， 但 如果 总罢工 再次 在 2019 年 回归 西北地区 ， 那 也许 是 很 合适 的 。 从 那里 我们 只能 希望 其 精神 会 更加 扩散 到 中西部 的 农业 、 南部 的 制造业 、 德克萨斯州 的 石油 田 、 阿巴 拉斯卡 州 的 煤矿 、 东北部 的 建筑业 、 硅谷 的 高科技 巨头 以及 中间 的 所有 地区 。 上帝 知道 ， 必须 有 某些 东西 让步 。,这个秋天，大家一起行动的深度还不太清楚， 可是如果 2019 年大罢工回到西北，那就真的是很合适啦。然后我们只能希望它的精神可以更远地传播，深入到中西部的农田，南方的制造业，德克萨斯的油田，阿巴拉契亚的煤矿，东北的建筑业，硅谷的科技巨头，还有其他地方。老天知道，事情总是要有变化的。,"This year 秋季, 这种 collective action 的展开 到底会深入到什么程度, 现在 还 不清楚 lah. But if 大罢工 在 2019 年 再回到 西北地区, 那 肯定 也是合适的咯. 我们 只能 希望 这种 action 的精神 可以 更进一步 传播到 中西部 农业, 南部 制造业, 德克萨斯州 油田, 阿巴拉契亚 煤矿, 东北 建筑业, 硅谷 科技 巨头, 还有 中间的 任何领域 和 行业. 老天 知道, 凡事 都 要 付出代价 one.","Lord 知道 we gotta give. From the Texan oil fields 到 Northeastern construction, something's gotta change, and we can only hope that the spirit will spread even further!",今年 秋季， 这 类 集体行动 的 开展 不知道 会 到 底 深入 到 什么 程度， 但 如果 大 罢工 真的 在 2019 年 重返 西北地区， 那 肯定 也是 很 合理 的。,"这个秋天， 不知道这种 collective action 会有多深扎根，但如果 2019 年 general strike 回到 Northwest 也算是合适的。 从那里我们只能希望它的 spirit 能进一步传播，去到 Midwestern farming, Southern manufacturing, Texan oil fields, Appalachian coal mines, Northeastern construction, Silicon Valley tech giants，和中间的每一个地方。 Lord 知道， 真的有 something's gotta give.",今年秋季，这类集体行动的开展将深入到何种程度，目前尚不明确，但如果大罢工在2019年重返西北地区，那肯定也会是恰当的。我们 只能希望 行动的精神能够进一步传播到中西部农业、南部制造业、德克萨斯州油田、阿巴拉契亚煤矿、东北建筑业、科技巨头 以及 中间的任何领域和行业。老天 知道，凡事 皆要付出代价。
Civility in Politics: New awards scheme set up to counter Westminster division and recognise politicians who show courtesy,政治文明 ： 设立 新 的 奖项 计划 是 为了 消除 威斯敏斯特 分歧 ， 表彰 那些 礼貌 得体 的 政治 人士,"Politekiniya: New award plan set up to clear up Westminster divide, give credit to nice politishuns",政治 礼仪 ： 新 奖项 制度 建立 以 抵消 威斯敏 ス タ ー 分裂 和 表彰 尊敬 礼仪 的 政治 人物,"政治上的礼貌: 新的奖项计划成立来对抗 Westminster 的分歧, 并表彰那些表现出礼貌的政治人物。","Political文明: 设立新奖项计划 is to 消除威斯敏斯特的分歧, 表彰那些 polite 和得体的政治人士.",Civility 在 politics: 新的 awards scheme 已经 set up 来 counter Westminster 的 division 和 recognise 政治人物 who show courtesy.,政治文明 里，设立 新 的 奖项 计划 是 为了 消除 威斯敏斯特 的 分歧，表彰 那些 礼貌 和 得体 的 政治 人士。,Politics: 新的 awards scheme 已经 set up 来 counter Westminster 的 division 和 recognise 那些表现出 civility 的政治人物。,政治文明：设立 新 的 奖项 计划 是 为了 消除 威斯敏斯特 分歧，表彰 那些 礼貌 得体 的 政治 人士。
A new awards scheme has been set up to recognise politicians who show courtesy in their work.,设立 新 的 奖项 计划 是 为了 表彰 那些 礼貌 得体 的 政治 人士,Set up new award scheme to give recognition to nice-nice politicans,新 一项 奖励 计划 已经 设立 ， 以 表彰 在 工作 中 展现 礼貌 的 政治 人物 。,有一个新的 awards scheme 已经设立，来表彰那些在工作中表现出礼貌的 politicians。,设立 new 奖项计划 是为了 表彰那些 polite 和得体 的政治人士。,有一个新的 awards scheme 是为了表彰那些在工作中表现出 courtesy 的政治家。,设立一个 新 的 奖项 计划 是 为了 表彰 那些 礼貌 得体 的 政治 人士。,有一个 new awards scheme 已经 set up 来 recognise politicans who show courtesy 在他们的工作中。,设立 新 的 奖项 计划 是 为了 表彰 那些 礼貌 得体 的 政治 人士 lah.
It comes after a divisive week in Westminster following the return of Parliament.,议会 复 会后 ， 威斯敏斯特 迎来 了 争论不休 的 一周 。,"Parliament sit again, Westminster face one week of heated debate.",这 发生 在 威斯敏 STER 后期 的 分裂 一周 之后 ， 随着 国会 的 重返 。,这句话是在 Westminster 一周的纷争之后，国会又回来了。,"After the议会复会, Westminster迎来了一周 of non-stop争论.","It 来自 Westminster 的一个 divisive week, 在 Parliament 回来的之后。","After 议会复, 威斯敏斯特 迎来了一个争论不休的星期。",It comes 在 Westminster 经过一个 divisive 的星期 after Parliament 回来了。,议会 复 会后，威斯敏斯特 迎来了一周 争论不休的情况。
It was marked by threats against MPs and outrage over the language used by the likes of Prime Minister Boris Johnson.,在 这 充满 争论 的 一周 里 ， 议员 面临 威胁 和 首相 鲍里斯 · 约翰逊 等 的 言论 引发 愤慨 。,"One week of intense debating, MP face threats, got angry reactions from Boris Johnson and others.",此 事件 受到 议员 受到 威胁 以及 像 英国首相 约翰逊 等 人 使用 的 粗糙 语言 引起 的 愤怒 的 标志 。,这件事情是因为对 MPs 的威胁和像 Boris Johnson 这样的总理使用的语言而引起的愤怒。,"In this week full of争论, the议员 facing威胁 and PM Boris Johnson's言论 causing a lot of愤慨 lah.",这个事件是因为对 MPs 的威胁，还有对像 Prime Minister Boris Johnson 的语言感到 outrage.,在 这 充满 争论 的 一周 里，议员 面临 威胁，首相 鲍里斯 · 约翰逊 的 言论 引发 愤慨。,这件事被 MPs 威胁 和 对像 Boris Johnson 这样的人的语言感到愤怒 所标志着。,"In this 一周 full of 争论, the MPs face 威胁 and the statements from PM Boris Johnson cause 愤慨."
