id,text,src,tgt,human_accuracy,human_fluency,human_code-mixedness
4110c935-fa3a-43d9-8804-67bc56a3509f,"When we set sail from Spore nearby Troh-gor Lor Chor kai time, Ivan announce at welcome party to newcomers lor, ""Breakfast and dinner all arrange at 8pm ah!""","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,2,2,1
68571e49-60c0-469e-90da-c5d0a13224c3,"Ivan announce breakfast at eight o'clock, dinner also at eight o'clock, lah!","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,1,1,1
b6864f2d-e425-4437-9a6c-c0199911f9b0,当我们从斯普利特附近风光秀丽的特罗吉尔老港口启航时，伊凡在欢迎会上向初来乍到的人宣布：“早餐和晚餐均安排在八点。”,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,3,1
3768cc94-4e48-4c3d-99af-80d1ce9f151d,"Ivan announce ""breakfast and dinner at eight o'clock leh"" to new intake during welcome briefing, we set sail from Trogir near Split, very beautiful old port leh.","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,2,2,1
1c5132f9-e8cf-4b90-b16c-d23bec3cb45a,"""Ivan 宣布给新来的，早餐和晚餐是八点，"" as我们从美丽的古港 Trogir 出发，靠近 Split。","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,1,3
0291fadc-40de-4de2-af44-8ac5b5a3839b,"""Breakfast 和 dinner 都是 at 八点,"" Ivan 在 welcome briefing 里 announce 给新来的同学，when we set sail 从美丽的 old port of Trogir, near Split.","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,2,3
8f26cb9e-5168-42ae-b1ee-c981a2675950,"""到星期四早上，里面有 armed guards 在 sanctuaries, 然后 gates 变成 single file entry (有 metal barriers)，进来的时候 bags 也要被 search,"" 她跟 The Local 说。","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,3,3
65a26d7c-e2bd-4273-8b92-046571c54cea,"""By Thursday morning, 里面的 sanctuaries 有 armed guards, 然后 gates became single file entry (with metal barriers), bags 在 way in 被 searched,"" 她告诉 The Local.","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,3,3
65ba3f4b-47c3-40a0-966a-42861425044d,她告诉地方报说：“星期四早晨时，圣地里部署了一些武装警卫，然后大门（使用金属路障）设置成只许单排队列进入，在进门的过程中过要搜查包裹。”,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,3,1
bed6a330-e47d-4e05-9cf9-966db08331d9,"By Thursday morning, got already got armed guards inside sanctuaries lar, then gates become single file entry leh, with metal barriers leh, search bags on way in leh.","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,2,1,1
312d1410-8e59-414e-a9ff-5e2a5e90e4bd,"By Thursday morn lar, inside sanctuary gotlah armed guard, den gate become single file entry leh, with metal barrier, search bag on the way in leh.","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,2,1,1
2002ef46-5a2b-4854-8d0c-cd9194a2c0c4,"She tell leh, ""Next week morning, holy place got some armed police, then big door set up only one-by-one queue, and search bag during the process.""","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,1,2,1
622ca5f4-7508-4f4d-bb42-5636bdb65578,"Ah beng leh, she tell leh, ""Next Fri morning, Saint Place got some armed guards deployed, den big door (use metal barricade) set up, only allow single file queue in, during entry process, gotta check luggage ah.""","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,1,2,1
d0179bbe-0975-49f3-b577-78fb2b682ab5,"By Thursday morning, sanctuaries already got single file entry leh, then metal barriers become ah, with bags searched on the way in, gates also become single file entry leh.","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,1,1,1
c4865c12-bc9a-4d9f-a38f-354a3c4c96ec,She 告诉 地方 报说：“星期四早上，圣地那边 部署了一些 armed guards，之后大门（用 metal barricades）设置成只允许 single file 进入，进门的时候要 search bags。”,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,3,3
414908e3-05fd-4a7d-88f6-cbe9e6ddd3e9,她告诉地方报说：“星期四早晨时，圣地里部署了一些武装警卫，然后大门（使用金属路障）设置成只许单排队列进入，在进门的过程中要搜查包裹。”,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,3,1
88d5a110-6051-447e-b227-92947e59776f,"""到星期四早上，里面有 armed guards 在 sanctuaries， 然后 gates 变成 single file entry (有 metal barriers)，进来的时候 bags 还要被 search,"" 她跟 The Local 说。","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,3,2,3
10d5da2b-2638-4831-992f-e66a12469cf0,"She tell leh, ""Ah, Thursday morning, St Paul's got some armed security guards deployed inside, then set up the main gate with metal barriers, only allow single-file entry, and during the process, must check luggage, lor.""","""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,2,2,1
a908a913-9b00-4a1c-a137-82843c0b502e,"Currently, UK's government lor, leh keep domestic economy stable leh, no let outflow of capital occurring, and keep market system stable leh.","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,1,1,1
d8ca3aa5-344c-4927-8f6d-794a93531cd1,"Currently, UK property prices ah are falling leh, capital outflow starts occurring, so UK government must keep domestic economy and market system stable lor.","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,2,2,1
924b8fac-aa8e-44a9-be79-c4c9dcd73a22,现时英国房价下跌，资本外流开始，稳定国内经济和市场系统是英国新政府的首要任务。,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,1
e400805e-d501-4699-b149-cc286cb5de02,“ 目前 英国 的 房地产 价格 下跌 ， 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,1
2b315718-a884-4477-85d4-343a9949c608,"Current Britain property price down, money start flow out, stable domestic economy and market system become Britain new government's top priority leh!","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,2,1
e755dddc-ad8b-4fb1-9d4f-bc9d30bf507a,"“ Currently, UK 房地产 prices 下跌, 资金 开始 流出, 稳定 国内 经济 及 市场 体系 成为 新政府 的 当务之急.”","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,3
44288ed0-4680-4644-bc68-181b76c87fd7,"Ah beng, currently Britain's property market prices down ah, money start flow out, stable domestic economy and market system become Britain new government's top priority leh, “ gotta stabilize the housing market, can't let the funds flow out, gotta make the domestic economy stable, can't let the prices fall, gotta start with the property market, leh!","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,1,2,1
b1fe416a-e6da-4555-a857-1718b1da0673,"Currently, 由于 property prices 在 UK 下降， outflow of capital 开始 occurring, 所以 keeping domestic economy 和 market system stable 是 UK's 新政府的 top priority.","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,3
c4d1c64f-78d3-4d9a-9212-b724cac17225,"""Current Britain property prices drop, money flow out, lor, stable domestic economy, domestic market system become Britain new gov's top priority, leh!""","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,2,1
7382776e-eb46-4ccc-ab2b-e6c2ceaf21cb,"""Now, UK 房地产 prices drop, funds starting to flow out, stabilizing domestic economy and market system become the urgent task for UK 新政府.""","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,2
594ed6ad-c337-49d8-b705-e6f15369335a,"Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。","""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,3
7793c339-a624-4ace-a960-e373ad04afa4,目前，因為英國的房價在跌，資本外流開始出現，保持本地經濟和市場系統穩定是英國新政府的首要任務。,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,3,3,1
00ed1fa6-9624-4996-abdd-01fc0f91bf3e,"When we stand by the roadside waiting for the guiding light, a Swiss cyclist ask, ""You guys think Ivan aware or not that he not in charge of a bunch of kids?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,2,3,1
2a1cd16a-82b3-4167-a90f-28491faa502c,你想 Ivan know he not talk to kpkb of children lor?,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,1,1,1
35989cd1-788b-4c94-abbb-60d785888671,"When we stand station ah station 在路旁 lar, wait lor instruction to cross, one Swiss cyclist ask lor: ""You guys think Ivan got consciousness ah, realize he not in charge of a bunch of kids, right? Got or not got, leh?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,2,1,2
76ba92fc-f66a-40ee-8435-b63f516618a7,"When 我们 stand at lor lor road 等待 lor lor signal, one Swiss uncle ask: ""You guys think Ivan know or not know he no boss around one group of kids?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,2,2,3
cd3f0ecd-0daa-4d81-b343-d411f0de9728,"When we 站在路旁 等待 the crossing 指示, 一位 Swiss 骑手 ask: “You all think 伊凡 不知道 他 不是 在对 一群 孩子 发号施令吗？”","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,2,3,3
ecb6faf0-806b-4b9a-a631-e1a9ed5bc00d,"""La do Ivan understand he not talking to small kid?"" Swiss cyclist ask, we stand road side wait signal cross.","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,2,1
7d02003a-c1e3-4831-b300-e7e637f91075,当 我们 站 在 路旁 等待 穿越 的 指示 时， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令？”,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,3,1
536a5991-a74a-46a0-a184-ef53c7b3663b,"""你觉得 Ivan 有没有意识到他不是在跟一群小孩讲话?"" 一位瑞士骑士问, 我们在路边等信号过马路。","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,2,1
6d172801-e34c-41ce-8f6f-da5f27e2123e,"当 we stand by the roadside 等待 the crossing 指示, a Swiss rider asked: ""You all觉得 Ivan 有没有意识到 he is not commanding a group of children?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,3,3
e1be1e82-af24-4b37-a9dc-689ceb75711a,"""Do you think Ivan 他有意识到 he is not speaking to a group of children?"" 一位 Swiss cyclist asks, as we stand 在 the road waiting for the signal to cross.","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,3,3
992b9ab5-319a-43d7-bbf8-b58d0f2db987,"Swiss cyclist ask, ""Do you think Ivan realises we stand beside road, waiting for signal to cross, as he asks?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,1,1,1
74c0375e-52b4-4984-9082-24d76315830e,"""Do you think Ivan 他有没有意识到他不是在跟一群小孩讲话?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,3,3,2
2c00a228-3a21-4828-ac93-00f47030fd68,"""English 不是我的主要语言，所以我不太懂你们的世界,"" Rifo 从他常戴的黑色面具后面说。","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,3,1
3c5e82cf-7924-4d89-8b80-3dfc9bd6586f,"里福戴着他那象征性的黑色口罩说：“English not my mother tongue lah, so I don’t understand your country’s事情。”","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,3,2
c461c36a-3c49-46f8-a0b2-2d43edb15a3f,"English not my main lah, so I no understand everything about your world leh, Rifo say from behind black mask, which him well-known for.","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,2,3,1
dd3b52bc-8638-42ce-b678-021e1cbaba2e,"""English 是 not my main language so I don't understand everything about your world lah"", Rifo said from behind a black mask, which he is known for.","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,2,2
a34e46c2-6c5c-4b7b-b3a2-8501b3aee3ee,"Lah, Ah Lao wearin' dat sign of black mask say lor, ""English no be my mother tongue, so I no understand you guys' country stuff, ah?""","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,1,1,1
603c8979-d05f-4200-8403-237ac872a847,里福戴着他那象征性的黑色口罩说道：“英语不是我的母语，因此我不了解你们国家的事情。”,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,3,1
b2994038-dcf4-460b-8b17-1b06dd8d8d2f,"Loh bak 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ English not my lah, so I no understand you guys' country things lor。”","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,1,2,1
2b89a9ca-e795-4424-8336-de2e0fd348f1,"English la is not my main lah language, so I don't understand everything about your world, from behind this black mask, which I always wear, ""English la"" I said.","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,2,1,1
84202842-37f9-40ed-9c02-01f9723b32d3,"""English 不是我的 main language, 所以我不明白 about your world,"" Rifo said from behind a black mask, which he is known for.","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,3,3
ad91a37f-dca0-4c45-9309-7cbd8e9bcd00,"""English 不是 my main language, 所以 I 不懂 everything about your world,"" Rifo said from behind a 黑色 mask, which 他 is known for.","""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,3,3,3
905f58bc-40dd-414b-ac18-a6a19fa77e29,里福 戴 着 那 黑色口罩 说道：“英语 不是 我 的 母语，所以 我 不 了解 你们国家 的事情。”,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,2,3,3
76ce9b77-eb54-435a-b0b8-57353dd5efad,"""Don't see now the river level and bridge level 差不多有 4 米多, when mountain flood come, the river water can overtake the bridge level one.""","""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,3,2,3
c8804a59-f746-4b51-8a3d-428da2a573cf,虽然河和桥之间有超过四米的 drop，但在 flash floods 的情况下，水会流过桥。,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,3,3,2
20672aa2-5d05-4675-bcf4-c076d9ec3c39,"""Ah, lor, don't look at now river surface and bridge surface's gap got 4 meters plus, mountain flood come down time, river water all overflow bridge surface already, leh!""","""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,3,2,1
9590ace4-94e5-43ed-a6f5-9ba411d23f13,“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多，山洪 下来的 时候，河水 都 漫过 桥面 了。”,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,3,3,1
00576cdf-fa21-4c9c-b0ec-c35ef3f0a8cd,河河桥桥水水过过,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,1,1,1
