src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"Lord Stewart, announcing the awards, said: ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.",斯图尔特 勋爵 宣布 奖项 时说 ： “ 大家 都 同意 ， 英国 政治 正 面临 信任危机 和 文明 危机,"Stewart Lord say: ""Everybody agree dat British politics facing trust crisis and civilisation crisis""",斯图尔特 男爵 宣布 奖项 时说 ： “ 英国 的 政治 面临 着 信任危机 和 礼仪 危机 的 困境 。 ”,"Lord Stewart, announcing the awards, said: ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.""","Sir Stuart announce award time say: ""Everyone agree, England politics facing trust crisis and civilization crisis""","Lord Stewart, announcing the awards, said: ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.","Sir Stuart announced the award and said, ""Everyone agrees that UK politics is facing a trust crisis and a cultural crisis.""","Lord Stewart, announcing the awards, said, ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.","Lord Stewart, announcing the award, said: ""Everyone agrees that UK politics is facing a trust crisis and a civilization crisis."
"""As divisions and bitterness mount in the continuing debates around Brexit, we strongly believe that politics has to respond not by mirroring these trends, but by bucking them.",“ 英国 脱欧 争议 愈演愈烈 ， 分歧 和 痛苦 与日俱增 ， 我们 坚信 ， 政治 必须 做出 回应 ， 不是 反应 这些 趋势 ， 而是 要 抵制 这些 趋势 。,"""Brexit controversy get more intense, more divide and pain, we believe politics must respond, not react to these trends, but resist them lah.""",在 英国 退欧 的 持续 争论 中 ， 分裂 和 仇恨 的 趋势 日益 加深 ， 我们 坚信 政治 需要 通过 反对 这些 趋势 来 回应 ， 而 不是 沿着 这些 趋势 发展 。,"""In the midst of divisions and bitterness during the ongoing Brexit debates, we firmly believe that politics should not follow these trends, but rather challenge them.","The UK Brexit debate is getting more and more intense, with increasing differences and pain. We firmly believe that politics must respond to these trends, not just react to them, but resist them.","As divisions and bitterness mount in the continuing debates around Brexit, we strongly believe that politics has to respond not by mirroring these trends, but by bucking them.","The UK's Brexit controversy is getting more intense, with increasing divisions and pain. We firmly believe that politics must respond to these trends, not just react to them. These trends must be resisted.","Strong belief, mount divide, around Brexit, bitter debate, politics must respond, not mirror trend, we say, bucking trend.","We firmly believe in making a response to these trends, not just reacting to them, and we must resist these trends."
"""These awards are a small attempt by a group of people in public life - of different and no political persuasions - to shine a spotlight on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all.""","这些 奖项 是 一群 公众 做出 的 一个 小小的 尝试 ， 目的 是 让 公众 关注   -   政治派别 不同 或 没有 政治派别   - 那些 以 得体 和 礼貌 的 方式 为 自己 的 理由 辩护 的 政治 人士 ， 以及 那些 能够 跨越 影响 到 我们 所有人 的 分歧 与 人们 接触 和 合作 的 政治 人士 。 ""","""Dis Awards nia one small effort by the public to get people, whether from different political parties or no party, who justify themselves with dignity n' respect, nia those who can bridge differences n' work together to benefit all of us.""",这些 奖项 是 由 不同 政治 倾向 的 公共 人物 小小的 尝试 ， 通过 让 尊敬 礼貌 地 争论 政治 的 政治 人物 发光 ， 且 能够 与 我们 所 分离 的 各方 相互 沟通 和 协作 。,"""These awards are a small attempt by a group of people in public life - of different and no political persuasions - to shine a spotlight on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all.""

Translation: 
""这组奖项是由一群不同政治立场的人在公共生活中尝试的一小步，试图把注意力放在那些能够以尊重和礼貌的方式表达观点，并能够与不同观点的人合作解决影响我们所有人问题的政治家身上。""","These awards le shoo a group of people do a small try, purpose let people pay attention to - political faction different or no political faction - those with polite and respectful ways defend themselves as reasons, and those who can cross the differences affect all of us and contact and cooperate with people as politicians.","These awards, they are a small attempt, by a group of people in public life. Different, no political persuasions. Shine a spotlight, on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all.","""A group of public figures have made a small attempt, with the purpose of making the public pay attention to - political factions that are different or don't have political factions - those who defend themselves in a polite and courteous manner, and those who are able to cross political divides and work together with people. ""","These awards is a small attempt by a group of people in public life - of different and no political persuasions - to shine a spotlight on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all.","These zhege a group of awards are made by a public, a small attempt, the purpose is to make the public pay attention to - political factions different or no political factions - those who defend themselves with polite and courteous ways, political people, as well as those who can cross differences and affect everyone, and cooperate with people."
"Nominations will open on Saturday, with an award ceremony in March next year.",提名 将 于 周期 六 公布 ， 颁奖典礼 将 于 明年   3   月 举行 。,"Nomination will be out in six months time, award ceremony will be in March next year.",提名 活动 于 下 星期六 开始 ， 颁奖典礼 于 明年 三月 举行 。,"Nomination open on Saturday, award ceremony in March next year","Nominate Jiang You Zhou period six announced, award ceremony held next year 3 months.","Award ceremony on Saturday, an award in March next year.","Nominee for the Sixth Cycle announced, awards ceremony to be held next March.","Saturday, nominations open, award ceremony in March next year","The nominations for the awards for the six-month period will be announced, and the award ceremony will be held next March."
"In an exclusive interview with the Standard, former Cabinet minister Amber Rudd today accused Mr Johnson of deploying aggressive language that ""does incite violence.""",前 内阁 部 长安 布尔 · 拉德 在 今天 接受 英国 标准 晚报 的 独家 采访 时 ， 指责 约翰逊 使用 了 “ 确实 煽动 暴力 ” 的 挑衅性 言语 。,"Ex-Cab Minister Ambrose D'Amore tell Standard today dat Johnson used ""really inflammatory"" language dat ""really incite violence"".",前 内阁大臣 安 布尔 · 鲁德 （ Amber   Rudd ） 今天 在 《 标准 》 独家 采访 中 指责 约翰逊 使用 “ 煽动 暴力 ” 的 言论 。,"Exclusive interview Standard, former Cabinet minister Amber Rudd say today Mr Johnson use aggressive language that ""does incite violence.""","Former Cabinet Secretary Lord Richard Dearnaley, in an exclusive interview with The Standard, accused Johnson of using ""really inflammatory language"" that ""definitely incites violence.""",Mr Johnson accused of using aggressive language that incites violence.,"Former Cabinet Secretary, the Honourable Sir Mark Sedwill, speaking exclusively to the Evening Standard today, accused Johnson of using ""clearly inciting violence"" provocative language.","In a Standard interview, ex-Cabinet minister Amber Rudd accused Mr Johnson of using aggressive language that ""incite violence.""",前内阁部长安布尔·拉德在今天接受英国标准晚报的独家采访时，指责约翰逊使用了“确实煽动暴力”的挑衅性言语。
"Mr Johnson, for his part, said he ""deplores"" threats made against MPs.",约翰逊 则 表示 ， 他 对 针对 议员 的 威胁 感到 “ 遗憾 ” 。,"Johnson say he ""sory"" lah for da threats made against MP.",约翰逊 先生 则 表示 他 “ 深感 遗憾 ” 于 对 议员 发出 的 威胁 。,"Mr Johnson, for his part, said he ""deplores"" threats made against MPs.","Johnson also said that he felt ""regret"" towards the threats against the member of parliament.","Mr Johnson, for his part, said he ""deplores"" threats made against MPs.",约翰逊表示，他对针对议员的威胁感到“遗憾”。,"Mr Johnson say he ""deplores"" threats made against MPs","Johnson also said that he feels ""regret"" about the threats against the members of parliament."
Jess Phillips 'frightened' after receiving 'be afraid' death threats,杰西 · 菲利普斯 在 收到 “ 害怕 ” 的 死亡威胁 后 “ 吓坏 了 ”,"Jess Phillips really scare lah afta receive death threats sayin she ""afraid""",杰斯 · 菲利普斯 因 接收 “ 不要 害怕 ” 死亡威胁 而 感到恐惧,"""Jess Phillips, a British politician, is scared after getting threats to kill her. The threats say, 'Be afraid.'""","Jesse Phillips in receive ""scared"" death threat, ""scared""","Jess Phillips, a parliamentarian from the UK, is 'frightened' after receiving 'be afraid' death threats.","""杰西·菲利普斯收到“害怕”的死亡威胁后“吓坏了” zhen""","Jess Phillips, a British MP, is 'frightened' after receiving 'be afraid' death threats.","Jessy Phillips jiaxia xiaohui le after receive ""fear"" death threat."
"On Thursday, Labour MP Jess Phillips - another one of those to have criticised Mr Johnson - said a man was arrested after trying to ""kick the door"" of her constituency office while reportedly shouting that she was a ""fascist.""",星期四 ， 工党 议员 杰西 · 菲利普斯   - 另 一个 批评 约翰逊 的 人   - 说 ， 一名 男子 在 试图 “ 踢开 ” 她 选区 办公室 的 门 后 被捕 ， 据称 ， 当时 这名 男子 大喊 他 是 “ 法西斯 分子 。 ”,"Friday, Labour MP Jess Phillips - another critic of Johnson - say one bloke caught by police after tryin' to ""kick in"" her constituency office door, claimin' he shout ""fascist"" while doin' so.",周四 ， 工党 MP   Jess   Phillips （ 又 是 对 约翰逊 进行批评 的 人 之一 ） 表示 ， 一个 男子 在 大声 称 她 是 “ 法西斯 分子 ” 后 ， 试图 “ 踢 门户 ” 后 被 逮捕 。,"Thursday，Jess Phillips，Labour MP，another one of those to have criticised Mr Johnson，said a man was arrested after trying to ""kick the door"" of her constituency office while reportedly shouting that she was a ""fascist.""","Senggorbu, Engpat Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ìgìyì Phìlípìs - Ì","Jess Phillips, Labour MP, Thursday, criticised, Mr Johnson, arrested, man, door, constituency office, fascist, shout, 'fascist'.","On Thursday, a man was apprehended by the police after trying to ""kick down"" the door of Jess Phillips' constituency office - a Labour MP and another critic of Johnson - who allegedly shouted that he was a ""fascist mole"".","On Thursday, Labour MP Jess Phillips, another critic of Mr Johnson, said a man was arrested for trying to ""kick the door"" of her constituency office while reportedly shouting that she was a ""fascist.""","On Thursday, opposition MP Jessie Phillips, another critic of Johnson, said a man was arrested after attempting to ""kick open"" the door to her constituency office, allegedly shouting that he was a ""fascist mole."""
"Liberal Democrat leader Jo Swinson, meanwhile, was speaking to police following threats made to one of her young children.",与此同时 ， 自由民主党 领导人 乔 · 斯文森 在 她 一个 年幼 的 孩子 受到 威胁 后 向 警方 发表 了 演讲 。,"""Same time, Free Democratic Party leader Joe Swanson give speech to police after his young kid get threaten lah.""",自由民主党 领袖 乔 · 斯温森 （ Jo   Swinson ）   meanwhile   在 警方 的 陪同 下 对 其 一个 年轻 的 儿童 收到 威胁 进行 了 讲话 。,"Liberal Democrat leader Jo Swinson, meanwhile, speaking to police following threats to one of her young children.","Meanwhile, the leader of the Liberal Democratic Party, Jo Swinburne, made a speech to the police after her young child was threatened.","The leader of the Liberal Democrats, Jo Swinson, was speaking to the police about threats made to one of her young children.","Meanwhile, the leader of the Liberal Democratic Party, Joe Svensson, spoke to the police after her young child was threatened.","Meanwhile, the liberal democrat leader Jo Swinson, was speaking to the police.","Meanwhile, Free Party leader Joe Swinson made a speech to the police after her young child was threatened."
"And in a viral Twitter thread, Ellie Cooper, the daughter of senior Labour MP Yvette Cooper, described her fears for her mother in the wake of Ms Cox's murder . She accused Mr Johnson of ""using language that helps incite violence toward MPs.""",工党 高级 议员 伊 维特 · 库珀 的 女儿 埃莉 · 库珀 在 推特上 发布 了 一条 快速 传播 的 帖子 ， 描写 她 在 考克斯 被 谋杀 后 对 母亲 的 担忧 。 埃莉 · 库珀 指责 约翰逊 “ 用 言论 煽动 对 议员 的 暴力 。 ”,"Eh liat tweet by PM's Office, daughter of Labour senior MP Ivy Witheridge, Ellie Witheridge, talk abt her worry for her mum after Cox's killing, say Johnson ""stir up violence against MP"" lar.",在 一条 在 Twitter 上 广泛 流传 的 Twitter 串 文中 ， 劳工 党 高级 议员 Yvette   Cooper 的 女儿 Ellie   Cooper ， 表达 了 对 其 母亲 在 Ms   Cox 谋杀 后 感到 的 恐惧 。   她 指责 约翰逊 “ 使用 语言 助长 了 针对 议员 的 暴力 言论 ” 。,"Ellie Cooper, anak perempuan Yvette Cooper yang merupakan anggota senior Partai Buruh, mengungkapkan ketakutannya terhadap ibunya setelah pembunuhan Ms. Cox. Dia menuduh Mr. Johnson menggunakan bahasa yang membantu memicu kekerasan terhadap anggota parlemen.","Eh leh, the daughter of the high-ranking Labour Party MP, Eve White Cooper, Ellie Cooper, post on Twitter one thing lah. She talk about how she worry about her mum after her mum kena killed at Cox. Ellie Cooper say that Johnson stir up violence against MPs with his words.","Ellie Cooper, daughter of senior Labour MP Yvette Cooper, shared her fears for her mother in a viral Twitter thread after Ms. Cox's murder. She criticized Mr. Johnson for ""using language that helps incite violence toward MPs.""",The post by Corbyn's daughter Ellie Cooper on Twitter depicted her worries for her mother after Cox was murdered. Cooper accused Johnson of inciting violence against lawmakers through his words.,"Ellie Cooper, daughter of Yvette Cooper, senior Labour MP, tweet thread, fears for mother, Ms Cox murder, Mr Johnson, incite violence, language, MPs.","The Labour Party, senior MP, Yvette Cooper's daughter, Ellie Cooper, tweeted a post that quickly spread, describing her concerns for her mother after Cooper was murdered at Cox. Ellie Cooper blamed Johnson for inciting violence against MPs with his words."
Setting the example? Income inequality in the US is at an all-time high,以身作则 ？ 美国 收入 差距 达史 上 最高,Lead by example leh? Income gap in US reach all-time high lar.,树立 典范 ？ 美国 的 收入 不 平等 情况 达到 历史 新高,Set example? Income inequality in US at all time high.,"Eh, with self-example meh? America income gap reach top of the world siah.",Setting example? Income inequality in US zhineng shi high.,The highest income gap in America is making it hard for people to follow the lead and set an example by doing things themselves.,Setting example? Inequality in US reach all-time high,"How about using the following translation:

""以身作则？美国收入差距达史最高"""
"Last year the income gap between richest and poorest people in the US stood at its highest level since 1967, the first year the Census Bureau started tracking it. DC and New York are among places where the differences are worst.",去年 ， 美国 贫富 收入 差距 创   1967   年 美国 人口 普查局 开始 统计 收入 情况 以来 的 最高 水平 。 华盛顿 和 纽约州 都 位列 收入 差距 最大 的 地区 。,"Last year, income gap between rich and poor in America reach highest level since 1967 when US Census Bureau start track income data lah, Washington and New York state got highest income gap leh.",去年 美国 最 富有 和 最穷 的 人 的 收入 差距 达到 了 1967 年 以来 最高 的 水平 ， 自从 人口 普查局 开始 追踪 以来 。 华盛顿 DC 和 纽约 等 地 的 差距 是 最为 明显 的 。,"Last year, the gap between the richest and poorest people in the US hit its highest level since 1967, when the Census Bureau started tracking it. Washington DC and New York are among the places where the differences are the most pronounced.","Last year, the income gap between the rich and the poor in the United States reached the highest level since the U.S. Census Bureau started tracking income data in 1967. Washington and New York State both ranked among the regions with the widest income disparities.","Last year, the income gap between the richest and poorest people in the US stood at its highest level since 1967, the first year the Census Bureau started tracking it. DC and New York are among the places where the differences are worst.","Last year, the income gap in America broke the highest level since the 1967 U.S. Census Bureau started to track income. Washington and New York state were among the regions with the largest income gaps.","Last year, the gap between the richest and the poorest people in the US was the worst it's been since 1967, when the Census Bureau started tracking it. DC and New York are some of the places where the differences are most pronounced.","Last year, the income gap between the rich and the poor in the United States reached the highest level since the U.S. Census Bureau began collecting income data in 1967. Washington and New York state were among the regions with the largest income gaps."
"The US may be the world's wealthiest nation, but it is also one where the super-rich thrive no matter what while the desperately poor often rely on GoFundMe to pay their medical bills. The economic inequality affects both wealth and incomes, with the latter being at an all-time high.",美国 可能 是 全世界 最 富裕 的 国家 ， 但 它 的 现状 也 是 这样 ： 超级 富豪 无论如何 都 能 继续 发展壮大 ， 而 一贫如洗 的 家庭 常常 要 靠 “ 来 资助 我 ” （ 一个 众筹 网站 ） 来 支付 医疗费 。 经济 不 平衡 既 影响 财富 又 影响 收入 ， 而 后者 更是 处于 历史 最高 水平 。,"America mite be da richest country in da whole wide world, but its situation also realy suck: super-rich people can always get richer, while poor families often gotta rely on crowdfunding websites like ""Support Me"" to pay for medical bills. Economic inequality affect both wealth and income, but da latter one is at an all-time high.",尽管 美国 是 全球 最 富有 国家 之一 ， 但 也 正是 这样 一个 国家 ， 超级 富豪 不论 情况 如何 都 能 继续 富有 ， 而 绝望 的 穷人 则 经常 必须 通过 GoFundMe 来 支付 医疗 费用 。 经济 不 平等 影响 着 财富 和 收入 ， 后者 达到 了 历史 新高 。,"Eh, US got lots of money la, but also got super-rich people one. Poor people also got, but sometimes need to ask for help on GoFundMe for medical bills. Economic inequality got lots of money and income differences, and income now also very high.","Singapore, as a small island nation, is known for its efficient and clean environment. However, it is also known for its high cost of living and strict laws. The city-state is often criticized for its lack of democracy and freedom of speech.

In terms of economy, Singapore is one of the richest countries in the world, with a high standard of living and a strong economy. However, there are also significant income inequalities and a high cost of living, which can make it difficult for low-income families to make ends meet.

The government has implemented policies to address these issues, such as providing subsidies for healthcare and education, and implementing a progressive tax system. However, there are still concerns about the widening income gap and the need for more social safety nets to support low-income families.","The US, the wealthiest nation, has economic inequality, where the super-rich thrive regardless of circumstances, while the desperately poor often rely on GoFundMe to pay their medical bills. The latter is at an all-time high, affecting both wealth and incomes.","The United States, which is possibly the richest country in the world, has a current state that is not balanced: the super-rich can continue to grow and prosper, while families who are extremely poor often have to rely on ""crowdfunding"" (a website) to pay for medical expenses. Economic imbalance not only affects wealth but also income, and the latter is at an all-time high.

Words wanted: ['一贫如洗', '靠', '众筹', '家庭', '富裕', '平衡', '又', '现状', '这样', '而', '支付', '网站', '资助', '（', '）', '：', '财富', '无论如何', '继续', '富豪', '美国', '都', '常常', '发展壮大', '既', '收入', '也', '是', '”', '可能', '我', '超级', '不', '影响', '来', '能']","The US, the wealthiest nation, may be the place where the super-rich thrive no matter what, while the desperately poor often rely on GoFundMe to pay their medical bills. The economic inequality affects both wealth and incomes, with the latter being at an all-time high.",医疗费：美国可能富裕，但现状这样，超级富豪发展壮大，而贫穷家庭常常靠“来资助我”（一个众筹网站）支付医疗费。经济不平衡影响财富和收入，后者更是处于历史最高水平。
"One way to measure income inequality is the Gini index. It measures between 0, a score for absolute equality and 1, which stands for a hypothetical situation in which a single household gets all income in a nation. The Census Bureau has been tracking the index for over 50 years. In 1967 it stood at 0.397 but, in 2018, it rose to 0.485, the highest figure on the record.",衡量 收入 差距 的 一种 方法 就是 基尼系数 。 基尼系数 最小 为   0 ， 代表 绝对 平均 ， 最大 为   1 ， 代表 一种 某个 家庭 拥有 全国 所有 收入 的 假设 情形 。 过去   50   多年 来 ， 人口 普查局 一直 在 追踪 这项 指标 。 1967   年 美国 的 基尼系数 为   0.397 ， 但   2018   年 已经 攀升 至 最高 的   0.485 。,"""Measurement of income gap leh, got dis ting call Gini coefficient. Gini coefficient minimum 0, means everybody earn same la, maximum 1, means one family own all income leh. Last 50 years, Statistics Department track dis index. 1967 US Gini coefficient 0.397, but 2018 already reach high of 0.485.""",衡量 收入 不 平等 的 一种 方法 是 吉尼 指数 。 其 数值 在 0 到 1 之间 ， 0 表示 绝对 平等 ， 1 则 代表 一个 理想 情况 下 ， 全民 收入 都 集中 在 一个 家庭 手中 。 美国 人口 普查局 已 在 50 年 以上 追踪 该 指数 。 1967 年 其值 为 0.397 ， 但 2018 年 则 达到 了 0.485 ， 成为 历史 上 最高 的 数值 。,"""One way to measure income inequality is the Gini index, which ranges from 0 for absolute equality to 1 for a hypothetical situation where one household gets all the income in a nation. The Census Bureau has been tracking this index for over 50 years. In 1967, it was 0.397, but in 2018, it rose to 0.485, the highest ever recorded.""","Measure income gap one way is using Gini coefficient. Gini coefficient minimum is 0, represent absolute equality, maximum is 1, represent a situation where one family own all income of the country. In past 50 years, Bureau of the Census always tracking this indicator. 1967 year USA Gini coefficient is 0.397, but 2018 year already climb to highest 0.485.","The Gini index, which measures income inequality, ranges from 0 (absolute equality) to 1 (hypothetical situation of a single household receiving all income in a nation). The Census Bureau has tracked this index for over 50 years, with a score of 0.397 in 1967 and 0.485 in 2018, the highest on record.",衡量收入差距的一种方法是基尼系数。基尼系数最小为0，代表绝对平均，最大为1，代表一种假设情形，即某个家庭拥有全国所有收入。过去50多年来，人口普查局一直在追踪这项指标。1967年美国基尼系数为0.397，但2018年已经攀升至最高的0.485。,"One way to measure income inequality is the Gini index. It measures between 0, a score for absolute equality and 1, which stands for a hypothetical situation in which a single household gets all income in a nation. The Census Bureau has been tracking the index for over 50 years. In 1967 it stood at 0.397 but, in 2018, it rose to 0.485, the highest figure on the record.","The method of measuring income gap is by using the Gini coefficient. The minimum Gini coefficient is 0, which represents absolute equality, and the maximum is 1, which represents the assumption of a situation where one family owns all the income in the country. The Census Bureau has been tracking this indicator for the past 50 years. In 1967, the Gini coefficient in the United States was 0.397, but by 2018, it had climbed to the highest level of 0.485."
"There are nations with worse income inequalities, including some with reasonably strong economies. For example, the World Bank estimates that South Africa's Gini index stood at 0.63 in 2014 while Brazil's was 0.53 in 2017. By comparison, all EU countries have a Gini index below 0.4.",世界 上 还有 一些 其他 国家 的 收入 差距 更加 严重 ， 其中 包括 一些 相当 强大 的 经济体 。 例如 ， 世界银行 估算 南非   2014   年 的 基尼系数 为   0.63 ， 而 巴西   2017   年 的 基尼系数 为   0.53 。 相比之下 ， 所有 欧盟 国家 的 基尼系数 均 在   0.4   以下 。,"""World la got some othah countries with even bigger income gap, including some really powerful economies. Like, South Africa's Gini coefficient in 2014 was estimated at 0.63, Brazil's in 2017 was 0.53. Compared to EU countries, which all got Gini coefficient below 0.4.""",有 不少 国家 的 收入 不 平等 程度 更为严重 ， 尽管 其 经济 相对 比较 强健 。 例如 ， 世界银行 估计 2014 年 南非 的 吉尼 系数 为 0.63 ， 2017 年 巴西 的 为 0.53 ， 相比之下 ， 所有 EU 国家 的 吉尼 系数 均 低于 0.4 。,"Many countries got worse income inequalities, including some with quite strong economies. For example, the World Bank say that South Africa's Gini index was 0.63 in 2014, while Brazil's was 0.53 in 2017. Compare to this, all EU countries got a Gini index below 0.4.","The gap between rich and poor in some other countries is even more serious, including some quite powerful economies. For example, the World Bank estimates that South Africa's Gini coefficient in 2014 was 0.63, while Brazil's Gini coefficient in 2017 was 0.53. In contrast, the Gini coefficients of all European Union countries are below 0.4.","Gini index for EU countries below 0.4, but some nations like South Africa and Brazil have higher numbers, even with stronger economies.","The reward of goodness zhineng shi goodness
The reward of goodness zhineng shi goodness","Some countries in Africa like South Africa have a Gini index of 0.63 in 2014 while Brazil's was 0.53 in 2017. In comparison, all EU countries have a Gini index below 0.4.","""在0.4以下，巴西和南非的基尼系数，2014年估算，欧盟相比之下，所有国家均在基尼系数下"""
"The new data shows that income inequality is most acute in places where wealth is concentrated, including DC, New York and Connecticut, as well as in poverty-ridden areas like Puerto Rico and Louisiana. Utah, Alaska, Iowa, North Dakota and South Dakota had the most economic equality.",新 数据 显示 ， 收入 差距 最 严重 的 地区 往往 是 财富 集聚 的 地区 ， 包括 华盛顿 特区 、 纽约州 和 康涅狄格州 ， 当然 还 有些 一贫如洗 的 地区 ， 像 波多黎各 和 美国 路易斯安那州 。 而 在 犹他州 、 阿拉斯加州 、 爱荷华州 、 北达科他州 和 南达科他州 ， 这 五个 州 的 经济 平等 程度 最高 。,"New data show dat da areas wit da biggest income gap is also da places where da rich people gather, like Washington D.C., New York and Connecticut lah, and some pretty poor places like Puerto Rico and Louisiana. But da states wit da most economic equality is Utah, Alaska, Iowa, North Dakota and South Dakota leh.",新 数据 显示 收入 不 平等 最为 严重 的 地方 包括 集中 了 财富 的 DC 、 纽约 和康 NECTicut 等 地 ， 也 包括 如 波多黎各 和 路易斯安那 等 深度 贫困 的 地区 ， 而 Utah 、 阿拉斯加 、 爱奥瓦 、 北达科他 和 南达科他 等 则 有 最大 的 经济 平等 。,"The new data show that income inequality is most acute in places where wealth is concentrated, including DC, New York, and Connecticut, as well as in poverty-ridden areas like Puerto Rico and Louisiana. Utah, Alaska, Iowa, North Dakota, and South Dakota had the most economic equality.","New data shows, income disparity most severe in wealth-concentrated areas, including Washington D.C., New York and Connecticut. Of course, there are also some very poor areas like Puerto Rico and Louisiana. Meanwhile, in Utah, Alaska, Iowa, North Dakota, and South Dakota, these five states have the highest level of economic equality.","The new data show dat income inequality is most acute in places where wealth is concentrated, such as DC, New York and Connecticut, and also in poverty-ridden areas like Puerto Rico and Louisiana. Utah, Alaska, Iowa, North Dakota and South Dakota have the most economic equality.","New data show, income gap most severe in areas where wealth is concentrated, including Washington DC, New York State and Connecticut, of course also some impoverished areas like Puerto Rico and Louisiana in the USA. But in Utah, Alaska, Iowa, North Dakota and South Dakota, the economic equality is the highest.","New data show income inequality acute in places wealth concentrated, including DC, New York, Connecticut, poverty-ridden areas like Puerto Rico, Louisiana. Utah, Alaska, Iowa, North Dakota, South Dakota have most economic equality.","""New data shows that the most unequal areas are often the areas of wealth concentration, including Washington D.C., New York and Connecticut, of course, and some very poor areas, like Puerto Rico and Louisiana. But in Utah, Alaska, Iowa, North Dakota and South Dakota, these five states have the highest economic equality."""
"The census also showed a stagnating growth of median household income, which grew to over $62,000. It's the highest level ever measured by the American Community Survey, but the increase was just 0.8 from 2017 to 2018, much smaller compared to increases in the previous three years and amounting to virtually no growth at all if adjusted to inflation.","普查局 数据 还 显示 ， 家庭收入 中位数 的 增长 停滞不前 ， 涨到 了   62 , 000   美元 以上 。 这是 美国 社区 调查 所 衡量 到 的 最高 水平 ， 但   2017   年 到   2018   年 增幅 仅为   0.8 ， 相较 于 前 三年 的 增幅 大大 下降 ， 如果 考虑 到 通胀 水平 ， 这个 数字 几乎 没有 增长 。","Data from the Census Bureau also show dat family median income growth has plateaued, reachin above $62,000, which is highest level measure by American Community Survey, but growth from 2017 to 2018 only 0.8, drop significantly from previous three years, virtually no growth when considerin inflation.","人口普查 也 显示 了 中位数 家庭收入 的 增长率 停滞不前 ， 增长 到 超过 62 , 000 美元 。 这是 美国 社区 调查 从 前所未有 测量 到 的 最高 水平 ， 但 2017 年 到 2018 年 的 增长率 仅为 0.8 ， 相比 于 前 三年 增长率 的 幅度 小得多 ， 并且 根据 通货膨胀率 调整 后 基本 没有 增长 。","The census also show stagnant growth of median household income, grow to over $62,000. It the highest level ever measure by American Community Survey, but the increase just 0.8 from 2017 to 2018, much small compare to increase in previous three year and amount to virtual no growth at all if adjust to inflation.","The Bureau of Statistics data also shows that the median household income has stagnated, reaching over $62,000. This is the highest level measured by the American Community Survey, but the increase from 2017 to 2018 was only 0.8, a significant decrease compared to the previous three years. When considering inflation levels, this number has barely grown.","The census showed a stagnating growth of income, with the median household income reaching over $62,000. The American Community Survey measured the highest level ever, but the increase was just 0.8 from 2017 to 2018, much smaller compared to the previous three years. If adjusted for inflation, the growth is virtually nil.","The data from the census bureau still shows, the median growth of family income has stalled and increased to over $62,000. This is the highest level measured by the American Community Survey, but from 2017 to 2018, the growth rate was only 0.8%, which is a significant decrease compared to the previous three years. If you take into account the inflation rate, this number has almost not increased.","The census also showed stagnating growth but growth also showed, but the census also showed, but the growth also showed.","But data still show, but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census data also show, but Bureau of Census data also show, but but Bureau of Census data also show, but but Bureau of Census data also show, but Bureau of Census"
